label_stratum,selector,num_image_class,num_images,auc_target_other,ap_target_other,auc_target_bg,ap_target_bg,target_top05_fraction,other_fg_top05_fraction,bg_top05_fraction,pair_jaccard_top05
single_label,S0,927,927,nan,nan,0.9284129474730234,0.848082811875138,0.8726019150613826,0.0,0.126661310807442,nan
single_label,S1,927,927,nan,nan,0.5552171797553062,0.4324077401632287,0.4391082431844866,0.0,0.5602589968899016,nan
single_label,S2,927,927,nan,nan,0.5694697819080644,0.4644824695195236,0.5064909716732549,0.0,0.4927631578511296,nan
single_label,S3,927,927,nan,nan,0.5737989057709071,0.4695270299726864,0.5174471825260807,0.0,0.4817799782820146,nan
single_label,S4,927,927,nan,nan,0.5658439752979063,0.4630329322132989,0.5052625759019516,0.0,0.494048329867252,nan
single_label,S5,927,927,nan,nan,0.8961102804189283,0.8177803106687462,0.8636596648931759,0.0,0.1358058826734567,nan
