graph,score,presence,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B3_spatial_feature,relevance_x_stability,positive,macro_class,mean_score,0.16003019717168238,0.1556208581404998,0.16447822420303496,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,relevance_x_stability,positive,macro_class,top10_mean_score,0.4338477853555641,0.42517945784851074,0.4426280755260579,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,relevance_x_stability,positive,macro_class,max_score,0.689558345422318,0.6794664666469518,0.699498848927074,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,relevance_x_stability,positive,macro_class,spatial_entropy,0.7602142594489764,0.7500232180013376,0.7704250141005423,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,relevance_x_stability,positive,macro_class,high_score_fraction,0.0038447905690589352,0.0035301995508419514,0.004145636901418706,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,micro,mean_score,0.5270690553367005,0.5267043330935443,0.5274480355101124,1449,1449,26833,26833,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,micro,top10_mean_score,0.9195163098929031,0.9193151766711569,0.9197108417789096,1449,1449,26833,26833,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,micro,max_score,0.9976682418818729,0.9976357660544554,0.9976997871755113,1449,1449,26833,26833,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,micro,spatial_entropy,0.9266687280794802,0.9265160167700225,0.9268230194122287,1449,1449,26833,26833,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,micro,high_score_fraction,0.1405265093216515,0.14014217701981171,0.14090594607373885,1449,1449,26833,26833,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,macro_class,mean_score,0.5270937509399758,0.5267271860206767,0.5274729312094839,1449,1449,26833,26833,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,macro_class,top10_mean_score,0.9194994393572886,0.9192967162046866,0.9196957213470718,1449,1449,26833,26833,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,macro_class,max_score,0.9976680450362506,0.9976356622019966,0.9976996564237746,1449,1449,26833,26833,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,macro_class,spatial_entropy,0.9266542757836753,0.9265023686710873,0.9268077153317931,1449,1449,26833,26833,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,absent,macro_class,high_score_fraction,0.14048922559313204,0.14010534145387837,0.14086864656959694,1449,1449,26833,26833,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,micro,mean_score,0.5292935788001278,0.5289692951257355,0.5296095472664882,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,micro,top10_mean_score,0.9175444720022797,0.9171093742611407,0.9179564024139352,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,micro,max_score,0.9976385504243315,0.9975333029913948,0.9977392830177289,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,micro,spatial_entropy,0.9252762122068751,0.9251225558149898,0.9254255001435616,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,micro,high_score_fraction,0.1368320235415736,0.13629104840552803,0.13738521965994657,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,macro_class,mean_score,0.5297791270383302,0.52945498136683,0.5300854308890431,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,macro_class,top10_mean_score,0.9174884230981837,0.9170502580347856,0.9179131319148687,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,macro_class,max_score,0.99767213264793,0.9975616589917228,0.9977771231848466,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,macro_class,spatial_entropy,0.9251364349081239,0.9249905157173817,0.9252722488226824,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
B3_spatial_feature,stability,positive,macro_class,high_score_fraction,0.13673522432491897,0.13617948478774075,0.13729798767912416,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901
