row_type,graph,relevance_quintile,stability_level,metric,estimate,ci_low,ci_high,num_images,num_images_total,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_seed,bootstrap_unit
paired_high_minus_low,B3_spatial_feature,1,high_minus_low,target_probability,-0.08896649913661908,-0.0979842088130841,-0.08011426542389669,1449,1449,5000,5000,20260901,whole image
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_auc_target_bg,0.35769361170743136,0.34580068695309985,0.36959021023569727,939,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_ap_target_bg,0.20626238936272687,0.1912297949411279,0.22196910319739752,939,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_auc_target_other,0.429034998945609,0.4051288981469034,0.4535252641917893,288,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_ap_target_other,0.3776016282388126,0.3448959231940526,0.4108206829608705,288,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_auc_target_bg,0.35717508369824974,0.3442983168761229,0.3705651938580855,939,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_ap_target_bg,0.21006266758342335,0.19366115881948723,0.22665279918117623,939,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_auc_target_other,0.4278676449382056,0.38691943091344755,0.4743986238347829,288,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,1,continuous,stability_ap_target_other,0.4079276014898741,0.3662861980580839,0.45047458089091275,288,1449,5000,5000,3021694564,
target_rate,B3_spatial_feature,2,high,target_probability,0.15588833175226996,0.14331000377230338,0.16843870708401137,1449,1449,5000,5000,20260901,whole image
target_rate,B3_spatial_feature,2,low,target_probability,0.2352386934673367,0.22004550943217235,0.2503588413381301,1449,1449,5000,5000,20260901,whole image
paired_high_minus_low,B3_spatial_feature,2,high_minus_low,target_probability,-0.07935036171506674,-0.0893218405926973,-0.06948833865903029,1449,1449,5000,5000,20260901,whole image
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_auc_target_bg,0.40534376987245463,0.395174587800086,0.4154964264704132,1112,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_ap_target_bg,0.29675728949674773,0.2786195904907075,0.3147746540146599,1112,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_auc_target_other,0.462015449983708,0.4410334204497425,0.48313080569125566,312,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_ap_target_other,0.4872087221860181,0.4565865348839776,0.518599444705778,312,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_auc_target_bg,0.4031260510729028,0.3918490124721868,0.4140997207403765,1112,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_ap_target_bg,0.2865886761678968,0.26841735348912904,0.30428436675242465,1112,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_auc_target_other,0.4698686804143419,0.42787605811405516,0.500019091407845,312,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,2,continuous,stability_ap_target_other,0.5122653652729848,0.451129466348427,0.5667040316721904,312,1449,5000,5000,3021694564,
target_rate,B3_spatial_feature,3,high,target_probability,0.3204294593004062,0.30278389660158067,0.3380063488643578,1449,1449,5000,5000,20260901,whole image
target_rate,B3_spatial_feature,3,low,target_probability,0.34332134771607403,0.3269642398238206,0.35958413199689543,1449,1449,5000,5000,20260901,whole image
paired_high_minus_low,B3_spatial_feature,3,high_minus_low,target_probability,-0.022891888415667805,-0.03457718799478909,-0.01107840882668358,1449,1449,5000,5000,20260901,whole image
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_auc_target_bg,0.4705741503465528,0.46094588798537683,0.4796230974547258,1175,1449,5000,5000,3021694564,
within_relevance_band_auc,B3_spatial_feature,3,continuous,stability_ap_target_bg,0.4236707299828084,0.40469882477381824,0.4425821672944522,1175,1449,5000,5000,3021694564,
