graph,relevance_quintile,stability_quintile,region,metric,estimate,ci_low,ci_high,num_images,num_images_total,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_seed,bootstrap_unit
B3_spatial_feature,3,3,target,region_probability,0.3133880415240967,0.29668624380791686,0.3299469731259288,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,3,3,other_fg,region_probability,0.0882387055616772,0.07868715836926891,0.09774463393377761,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,3,3,background,region_probability,0.5977933074291016,0.5782201300988884,0.6173722925445728,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,3,4,target,region_probability,0.3204294593004062,0.30278389660158067,0.3380063488643578,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,3,4,other_fg,region_probability,0.08772911912041223,0.07821318213496219,0.09754879988687022,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,3,4,background,region_probability,0.5912816317156842,0.5712861338197379,0.6114471002270304,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,0,target,region_probability,0.5985136517852334,0.5828114188062208,0.6139325478648048,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,0,other_fg,region_probability,0.06654100920889655,0.059445591974529505,0.07359296011563268,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,0,background,region_probability,0.3339975227529754,0.31910256892588884,0.34966031256058044,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,1,target,region_probability,0.5759466125054403,0.5587650009270709,0.5923227779880486,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,1,other_fg,region_probability,0.05808791527636733,0.05143107684535713,0.06468815041852523,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,1,background,region_probability,0.3652255911794574,0.3491545984774538,0.38218328373502786,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,2,target,region_probability,0.578032930401697,0.5603662569140863,0.5950466570516114,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,2,other_fg,region_probability,0.055877302266069566,0.04904029436374752,0.06276549888426887,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,2,background,region_probability,0.36541634398464595,0.34859191924199867,0.3827802936344803,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,3,target,region_probability,0.5788163043681777,0.5600313027669243,0.597302654589087,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,3,other_fg,region_probability,0.05319328203111835,0.046424716538896085,0.060166077984037156,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,3,background,region_probability,0.3674661573892041,0.3497474635036216,0.3865157258440177,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,4,target,region_probability,0.5770517108309751,0.5581306780919412,0.5958857681304545,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,4,other_fg,region_probability,0.0538679226613366,0.04721895324637295,0.06076111913994745,1449,1449,5000,5000,20260901,whole image
B3_spatial_feature,4,4,background,region_probability,0.36832835289228394,0.3498308134684904,0.3873247249104621,1449,1449,5000,5000,20260901,whole image
