method,seed,epoch,run,checkpoint,checkpoint_sha256,class_macro_mAP_percent,patch_macro_mAP_percent,class_val_loss,patch_val_loss,classification_images,cam_images,fixed_mean_iou_percent,fixed_semantic_foreground_precision_percent,fixed_semantic_foreground_recall_percent,fixed_threshold,best_mean_iou_percent,best_semantic_foreground_precision_percent,best_semantic_foreground_recall_percent,best_threshold,evaluation_seconds,evaluation_finished_utc,scope
gwrp,0,25,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_025.pth,1a6b7b94aa350494de534101fcc0f704917d8a7ec0588af310aa433647d0bcbc,91.57270780547732,92.89190315255877,0.05859328082938125,0.05149962475396091,1449,1464,68.86243143905958,80.4857870752805,84.41027469912146,0.45,68.8998158136836,81.30971687071262,83.54838420338136,0.46,144.46034121513367,2026-09-16T17:36:36.296646+00:00,full
all_product,11,25,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_025.pth,7a027b95f8b3d040f3ad245b6394861b61e0e4cb8546afe4aa8df974aac03cdb,81.35404704573389,90.98480022440822,0.07851136107128846,0.05777866698241053,1449,1464,60.20790675863496,79.77052292024986,67.6057318213701,0.45,62.20989327844519,73.55234833010805,77.02609571546402,0.36,144.57883882522583,2026-09-16T17:43:52.353931+00:00,full
gwrp,11,25,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_025.pth,f7fb444cef72ee04a3ef950a6b15628ae91dc0776af260a523304be9a9c0853d,92.13977306611959,92.69101282686498,0.052821297535326994,0.05063519181569253,1449,1464,68.32606541551,82.25735717525403,80.09875000467005,0.45,68.33637611043515,81.46796470740969,81.05008913023462,0.44,144.42325496673584,2026-09-16T17:41:26.995204+00:00,full
all_product,0,26,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_026.pth,f98f4cbc61301642c462a2d457a0e5dc284ed66e773b56ca8cdb8e2eb735268a,91.29978947791389,92.35424574902596,0.056894892876809676,0.052441141892705316,1449,1464,69.97703759430249,82.99797498564875,82.18870815755864,0.45,70.07246521338196,81.53560411103257,83.91397600165426,0.43,144.44766306877136,2026-09-16T17:48:43.119182+00:00,full
gwrp,0,26,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_026.pth,ef7490c9050c7a21ee53c58fa5abb092b621123f7d03b6a4fabb3adb68e625ef,91.10791220740028,92.74458164675733,0.05613966499570323,0.05131040490891211,1449,1464,68.40980945663597,81.0724731915207,83.26482946034949,0.45,68.45620090426047,81.93612245000793,82.39528235429484,0.46,144.4810802936554,2026-09-16T17:46:17.794298+00:00,full
all_product,11,26,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_026.pth,e0bff97b2f53cf42dcf747e4940812cd2277164db9474e1f4e979bad44333b1e,84.1311656683452,90.87011260117632,0.0756179049888753,0.05858798146638646,1449,1464,59.19698395891368,77.86232147857793,67.51660839328754,0.45,61.50582635649734,71.77990075879825,77.44304670046758,0.36,144.69521760940552,2026-09-16T17:53:33.995837+00:00,full
gwrp,11,26,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_026.pth,effeac448e0629d2a4754deef074eb0146c3bb33678cc16824120b091ac9051a,92.25530226027875,92.68845625973398,0.05265384246103512,0.05180622956582478,1449,1464,68.07139408473668,80.62429112259785,81.31521476617988,0.45,68.07139408473668,80.62429112259785,81.31521476617988,0.45,144.48003506660461,2026-09-16T17:51:08.509394+00:00,full
all_product,0,27,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_027.pth,4d42c855d38084dca50987fc3750340a29f9c5dbcf318ac083210de5294f8625,91.73726337272822,92.5042567187924,0.05599419131947025,0.05415744583840367,1449,1464,71.24593945798993,82.59795892740944,83.91383684556004,0.45,71.26062765231784,81.8528890441902,84.75947179190258,0.44,144.47220420837402,2026-09-16T17:58:25.147507+00:00,full
gwrp,0,27,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_027.pth,e63ce4821a8ab617b3bb527a6089fb645f58f4371d5f6664ec98f58bd08ea984,91.15795463828874,93.02332950677744,0.056167607357001784,0.052733145690194654,1449,1464,68.59128742399024,80.8501260324946,83.30781659293335,0.45,68.65294046660149,82.51786484070969,81.53085528496771,0.47,144.57454371452332,2026-09-16T17:55:59.487690+00:00,full
all_product,11,27,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_027.pth,1a31f65eacfac3244a7773c26c1efb771b2cc195b493a89eeaaa66868c7c1b50,83.37668134470778,91.4009230373414,0.07682560467314851,0.056899337191841697,1449,1464,61.144446676207565,78.07332955553133,68.84318646461342,0.45,62.843337642283814,72.63375367655328,77.32046984482143,0.37,144.465181350708,2026-09-16T18:03:15.795076+00:00,full
gwrp,11,27,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_027.pth,5e878c5742493d41e9eb19600f674173abf697cdccacd26a78d802b70d2d6537,92.13272814318059,92.79440782502081,0.05329859906677709,0.05121750432902817,1449,1464,68.24590713977963,81.08422271502482,81.63200058953782,0.45,68.24590713977963,81.08422271502482,81.63200058953782,0.45,144.48592591285706,2026-09-16T18:00:50.497964+00:00,full
all_product,0,28,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_028.pth,9a23fe0b798ff916b45fd0fc3384da510c3cbac0a88a57770188c63111fc3e5e,91.46215582044965,92.80330987717831,0.057424649303127275,0.05118443883744662,1449,1464,71.37131574843346,82.6164540227829,83.97267718492122,0.45,71.37131574843346,82.6164540227829,83.97267718492122,0.45,144.5078263282776,2026-09-16T18:08:06.921483+00:00,full
gwrp,0,28,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_028.pth,99fef34dc5923d2a17f9f9e8d6d5c246db01035518c12973679976f157005c9d,92.19083532516427,92.98771016001413,0.054220978389163114,0.05088942241388983,1449,1464,68.99402571707905,81.25291393938264,84.07666157632666,0.45,69.03858750910943,82.09184445202582,83.22301607916904,0.46,144.42327785491943,2026-09-16T18:05:41.152345+00:00,full
all_product,11,28,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_028.pth,6075d206a60ac1980106825faa032aa7248b3a9f9086dc4f07e103a4ec81b590,84.13346687083904,90.91090644106782,0.0746117043877734,0.059635069352376044,1449,1464,60.864223659841365,78.32960010613411,68.87193883629838,0.45,62.656543818565446,72.85997677476838,77.36944976485418,0.37,144.44160199165344,2026-09-16T18:12:57.542828+00:00,full
gwrp,11,28,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_028.pth,b5a6c13156048551e9564d610f4ed859e677fb5f5f8c8bad2796c2cb0ed8e1c7,92.40654086449722,92.86532671877303,0.05238423693161574,0.05107270993595703,1449,1464,68.15935462069851,81.06440431722469,81.41958032427817,0.45,68.15935462069851,81.06440431722469,81.41958032427817,0.45,144.45436906814575,2026-09-16T18:10:32.281793+00:00,full
all_product,0,29,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_029.pth,48628e2503d6cd094927e78b0fa2226ec27f6e627350aba87034832beecb4f8f,92.36399966153141,92.78333128748348,0.05283836925272451,0.05086352730142898,1449,1464,71.4015513045765,82.90793415985702,83.782774493299,0.45,71.4015513045765,82.90793415985702,83.782774493299,0.45,144.36192560195923,2026-09-16T18:17:48.420458+00:00,full
gwrp,0,29,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_029.pth,77b349f820693568b31456981d2bce3531b73f82a1c55ccb60e5f76fe3ce9d5d,92.59092331228189,93.02154359394365,0.0514660982313528,0.05025030943012961,1449,1464,69.35950572878222,81.71383583146759,83.89399348903761,0.45,69.39285406353598,82.52382227344064,83.03575281563828,0.46,144.43539834022522,2026-09-16T18:15:22.891908+00:00,full
all_product,11,29,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_029.pth,847a6ef5bc477c4d1fee5240176507679f7c9a1a10715b9035cc7ed806e1997b,84.64025370958298,91.25186122690782,0.0743304314136793,0.0590345517489892,1449,1464,61.87080980076708,76.29456185041175,71.59659852288529,0.45,63.139410143143,71.5073263516508,78.83510678952112,0.38,144.47919297218323,2026-09-16T18:22:38.944145+00:00,full
gwrp,11,29,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_029.pth,6b6d1f1125e6eb856cc5ee46c99e605f6a832be10172c057dbb491fda0f7b503,91.99472611363178,92.93965548796483,0.05339200478985525,0.05073234439410367,1449,1464,67.93413339380622,80.74755258984779,81.19299487616674,0.45,67.93413339380622,80.74755258984779,81.19299487616674,0.45,144.31261730194092,2026-09-16T18:20:13.684713+00:00,full
all_product,0,30,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_030.pth,f201af2ce86ac6aba894da26565ec1d86f3ec511d2d9f9b9d34080bd3ad8060d,92.04656188758709,92.79295758681799,0.05349375331726792,0.05027430266491539,1449,1464,71.4467476797621,83.59823273330035,83.23492905088722,0.45,71.52224813597095,82.16348156589821,84.89427169534642,0.43,144.46613311767578,2026-09-16T18:27:30.165757+00:00,full
gwrp,0,30,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_030.pth,b28356487192f34282cfdcd52890dd929ba5aa91f4a619441afe6beca5a3306d,92.44801535482206,93.19462736937503,0.05196296306695915,0.04918298050709804,1449,1464,69.25425512213485,81.53437743620071,83.90808758127605,0.45,69.29166275756725,82.37250339754789,83.04490535396567,0.46,144.43831515312195,2026-09-16T18:25:04.296013+00:00,full
all_product,11,30,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_030.pth,190c0fb387e7b9a4d1ae9c7a11664ac5d5b38e9e6725ff7590eae96edbd8357d,86.18633638177778,91.37111934234258,0.07142370446148702,0.057354293079767825,1449,1464,62.014979334971684,77.4104159972455,71.8077966346218,0.45,62.903471793219346,73.2107146808324,77.93247683463206,0.39,144.58280086517334,2026-09-16T18:32:20.802255+00:00,full
gwrp,11,30,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_030.pth,b3f9d80bdbd315e3ecb0efc32d989908c132a4640e0ba20f14dc83dbe65ea9ee,92.55735184170769,92.96208655738039,0.051016490356296074,0.049737317082674606,1449,1464,68.1779469077773,81.62681298480662,80.99780576553042,0.45,68.1779469077773,81.62681298480662,80.99780576553042,0.45,144.2916133403778,2026-09-16T18:29:55.447767+00:00,full
all_product,0,31,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_031.pth,cf3085184308331c2008e58ba55fb1feb5f1e7552a861921b2bb3f85d44fd112,92.4378353275103,92.72646303105559,0.05281157506754515,0.052034750313410025,1449,1464,71.16873663747553,83.11606629174081,83.21799889694594,0.45,71.22426998672212,82.40368698086435,84.0759022680734,0.44,144.5132839679718,2026-09-16T18:37:12.044458+00:00,full
gwrp,0,31,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_031.pth,93ce49c69b18a4d04e89b62ad4406fe29b2a456e0165d8c82328e3c338754e47,92.61834999297562,93.17500277863873,0.0522002029297597,0.0505758729564724,1449,1464,69.0609868560569,80.71856488891797,84.69720095230565,0.45,69.21032543441734,82.42417186523595,83.0130476837869,0.47,144.4312620162964,2026-09-16T18:34:46.192255+00:00,full
all_product,11,31,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_031.pth,311177bd2216dd4a6af13e823dfe5b417739964bb20bd9b20243ee4626767353,85.55845970905777,90.88381203088858,0.07286424641262836,0.05992325029758193,1449,1464,61.72870742348376,78.53079343633884,70.095303925002,0.45,63.57879529166698,73.21698851294926,78.63718447168641,0.37,144.60230112075806,2026-09-16T18:42:03.105162+00:00,full
gwrp,11,31,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_031.pth,f2d311ce6ad263a6907087e6013f8f19d50c397b030180e0e4ed8811e6310b8c,92.65075993617167,92.98440454363138,0.051520369998375413,0.051036938736980085,1449,1464,68.51124818392816,81.67264996401676,81.40818313764835,0.45,68.52852122315085,80.88722714249343,82.35414055252562,0.44,144.5254168510437,2026-09-16T18:39:37.661180+00:00,full
all_product,0,32,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_032.pth,8f9ed6ffdb429659a2095800214c164917df1d8594ccd92fc22f87d4b7670c9c,92.51807850667122,92.78315775070445,0.05312001132878704,0.05129915084548454,1449,1464,71.14846283223571,82.17431678973513,84.18815585912121,0.45,71.15057814627805,81.43686761165343,85.01010553068788,0.44,144.3162968158722,2026-09-16T18:46:54.011314+00:00,full
gwrp,0,32,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_032.pth,ffd0eb397dc506749ad0b0001fca14c7b70d79e1866b3fcbbbdf3a88c8b7554f,92.43766251342564,93.11399611586569,0.05310311421669706,0.05054703046322856,1449,1464,69.57983715115805,80.86965226483078,85.27845747042628,0.45,69.72982029898378,82.5212981085887,83.6207257090143,0.47,144.54848790168762,2026-09-16T18:44:28.559347+00:00,full
all_product,11,32,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_032.pth,671fe9a2c0f763b632e941eff3a7d144a17ae8c0be51137330dd79c95ca853f2,87.20438120885052,91.37949333418337,0.0670597311379253,0.05505795925958474,1449,1464,61.75677126645711,77.07951062376685,70.99664366088706,0.45,62.94656241415972,72.45414421805432,78.18064660300992,0.38,144.49089097976685,2026-09-16T18:51:44.819187+00:00,full
gwrp,11,32,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_032.pth,93185d41f20e0c990e0c16dff4d14cf1f3430d6b9b769a077914c29e13ef2c83,92.64937178057635,92.92369067761112,0.05090800547307734,0.0501385065164543,1449,1464,68.56989093242942,81.44070982394996,81.65927972170354,0.45,68.56989093242942,81.44070982394996,81.65927972170354,0.45,144.45368671417236,2026-09-16T18:49:19.555108+00:00,full
all_product,0,33,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_033.pth,cb4f4c00450de3fb02c5636b1596c4c442fc08d600aecab8bffabde39f007f7e,92.26753907266175,92.69703009864305,0.053156827966598416,0.05175883638665461,1449,1464,71.5549752958253,83.0057721733622,83.99663018392185,0.45,71.58301432485979,82.27471472502198,84.84159052572068,0.44,144.3994598388672,2026-09-16T18:56:35.597127+00:00,full
gwrp,0,33,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_033.pth,091494c02a5c19f59764552f900e1ee248c351cb8d279e1e1a53c4f0a0dceeb3,92.66113063873034,93.15489304607793,0.05335368897593622,0.051936868611617774,1449,1464,68.88966545397605,81.26724355848573,83.77017330394094,0.45,68.92853987880896,82.08359455940588,82.91349511146909,0.46,144.51171612739563,2026-09-16T18:54:10.294765+00:00,full
all_product,11,33,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_033.pth,2f6dfb72164a82e5143ce618d2c23eb1da5d066873714de011741c794e5f7e1a,87.56551152518502,91.30600975595414,0.06551558489405426,0.055799097989944854,1449,1464,62.434853627785834,78.2400246740182,72.38144948224631,0.45,63.35332215872093,74.01840103116922,78.47785225637145,0.39,144.44688177108765,2026-09-16T19:01:26.294159+00:00,full
gwrp,11,33,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_033.pth,567a1e4e232abb0cdced55a2c67a6d4a9b4e53bd284c08115a28a1d2046707f9,92.6711827617868,92.8902277381557,0.05150701209460562,0.05194574373396945,1449,1464,68.48070293613979,80.96712005271274,82.1616105333419,0.45,68.48070293613979,80.96712005271274,82.1616105333419,0.45,144.3501033782959,2026-09-16T18:59:01.060007+00:00,full
all_product,0,34,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_034.pth,453dba6a8355924800dd856540ba411b7f2cf6885e2a0bd3c5eb35d4fac7d916,92.23661628406828,92.98442097203188,0.052590503270581644,0.050167738352667635,1449,1464,72.39565801554451,83.65867005778466,84.89491453599905,0.45,72.42174431242516,82.94145127017715,85.72034613505369,0.44,144.46704816818237,2026-09-16T19:06:17.078040+00:00,full
gwrp,0,34,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_034.pth,e53193251fe3f5251c8b505ec479f7148d69c3a9ac80ca7e93458484eeb43ee3,92.73754587057077,93.20421456045193,0.05197815041991659,0.05005677678899324,1449,1464,69.43959705666322,80.88987419353913,84.88788866580722,0.45,69.58448219057628,82.53988034284504,83.22401588545469,0.47,144.48908162117004,2026-09-16T19:03:51.704132+00:00,full
all_product,11,34,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_034.pth,83db0450c390f628e059c1830b8646ee683d45da2cd672482f3882bf747319a0,87.62476152313032,91.30601785724546,0.06660882210303702,0.058107247654531145,1449,1464,61.482110535643365,76.96618186468001,71.26828240706827,0.45,62.55652378214395,72.05857884012185,78.3836027412964,0.38,144.5265030860901,2026-09-16T19:11:08.069160+00:00,full
gwrp,11,34,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_034.pth,707dcdca44c00f2285f44feae1698698d475eac57ca962a00dfbe4d14b8cef94,92.60919464076312,92.90958894253805,0.0513559245215851,0.05058283420514863,1449,1464,68.58215989595419,81.12456061467877,82.17112608756727,0.45,68.58215989595419,81.12456061467877,82.17112608756727,0.45,144.54395508766174,2026-09-16T19:08:42.701069+00:00,full
all_product,0,35,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_035.pth,728213ccee0f7aec54edfc333911c65480f70184d657e75366dc6e4fa404c986,92.45666271957715,92.8667321428422,0.05261445005107453,0.05153018797653309,1449,1464,71.88726321029039,83.13235558065477,84.45486968962005,0.45,71.90405152667839,82.39142547762421,85.28588870837083,0.44,144.39547848701477,2026-09-16T19:15:58.687735+00:00,full
gwrp,0,35,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_035.pth,2922811478e3f00fcb8a25c5a6364b61b72cf552a922e6744f785f44731842ef,92.83675590205056,93.38283500681162,0.05172568973053563,0.05007213732295813,1449,1464,69.26125329842264,80.93263473129815,84.48067558226653,0.45,69.3359558368783,82.57193309089206,82.77761977342756,0.47,144.3678584098816,2026-09-16T19:13:33.349954+00:00,full
all_product,11,35,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_035.pth,cee21de42292c63d5e29f98019c34ce3da81362c0df7e265cd042837a0608042,87.87212859979763,91.6311964639988,0.06720576036832018,0.056861225415337405,1449,1464,60.919904142045986,77.99352692595622,70.17380157523792,0.45,62.67474827986417,72.50458645839521,78.54967797691603,0.37,144.30592012405396,2026-09-16T19:20:49.153217+00:00,full
gwrp,11,35,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_035.pth,83c24b9dd20fc0b716f238b25365b54e7d43e95c3ee130cbc81efc558f38c42e,92.74624509720574,92.95446036756596,0.05070122755071556,0.05025857426303267,1449,1464,68.39894051525359,81.27863619788369,81.60086138832375,0.45,68.40256458488012,82.08938624766864,80.67512849666177,0.46,144.4540045261383,2026-09-16T19:18:24.065578+00:00,full
all_product,0,36,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_036.pth,a5a326160888e1c69d08c517b20e6797a779c4e06de68c812e53f1fc909adbe6,92.66586550519476,93.00652591139809,0.052625531715060035,0.051259707929431526,1449,1464,72.77202817614253,83.8681205034752,85.14284531891076,0.45,72.79815838680746,83.153015224064,85.97362535219538,0.44,144.30892491340637,2026-09-16T19:25:39.632846+00:00,full
gwrp,0,36,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_036.pth,9a1f78c22f8004355ff3e894cc9e407a2f80afdfc7dd0102f985cc2b1a71c69f,92.34789767479032,93.27425812548394,0.05302248032361248,0.050735391799831,1449,1464,69.76699044063392,81.35337602136951,85.04062306717668,0.45,69.88588314583521,83.00389588006222,83.37044591072952,0.47,144.3620481491089,2026-09-16T19:23:14.409842+00:00,full
all_product,11,36,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_036.pth,cb85deaf5626a844030768bd6b8eaed79485c61100ee9a0cde6aa797ab80deca,86.62724937758036,91.44010991693646,0.06609591944535244,0.05650702328662201,1449,1464,62.01554736754746,77.91006470767005,71.996052141607,0.45,63.12415933579329,73.07519281006066,78.98632257438412,0.38,144.48471879959106,2026-09-16T19:30:30.117631+00:00,full
gwrp,11,36,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_036.pth,7adc32d3767567be49a7796aef75132357fb20530f34b6796ef8600a040daa84,92.67735574728067,92.96070943418198,0.05003517902127787,0.05001749095729995,1449,1464,68.19371494147329,81.31880953323868,81.3427601100041,0.45,68.19371494147329,81.31880953323868,81.3427601100041,0.45,144.31651830673218,2026-09-16T19:28:04.893841+00:00,full
all_product,0,37,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_037.pth,da0a852eb871d4deaeeff0e90b4013015aa1e819864193fc6b3b394d3eae32c8,92.01911559725012,92.8793616423976,0.05371281012553359,0.05041052205674479,1449,1464,72.12521616677967,83.41975173277066,84.61682923249651,0.45,72.1697074306746,82.70957300205426,85.47568854548862,0.44,144.36233615875244,2026-09-16T19:35:20.843335+00:00,full
gwrp,0,37,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_037.pth,36529f6cc5813d19bad8365dcac8ca6f9b45ef0e5be5a099e41b703c9fb1bf71,92.72073119196241,93.26737969361233,0.051519400970412584,0.0495974018223702,1449,1464,69.7472213472848,81.14646957974378,84.99370326236489,0.45,69.89625814093031,82.79088607695381,83.32567546254691,0.47,144.5079255104065,2026-09-16T19:32:55.589027+00:00,full
all_product,11,37,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_037.pth,992e57b6e0de593410890abb3d1bcaf06e9064f329f4c9dc8b171399561f323a,88.34043547308084,91.60920888897263,0.06495195695599496,0.05602831081368333,1449,1464,59.89322631416456,79.91826132363016,66.51823148274434,0.45,63.05721614945733,72.50725084559761,78.71868910361044,0.34,144.4333028793335,2026-09-16T19:40:11.309293+00:00,full
gwrp,11,37,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_037.pth,7b17b2ec59c8fb6a4e89948c9837e31b7a7daaf98eb43bc05d7c179d32c70548,92.70359614471009,93.06444080384118,0.04993276179782928,0.05031201227974941,1449,1464,68.51436270203838,81.09596868646379,82.08430024760558,0.45,68.51436270203838,81.09596868646379,82.08430024760558,0.45,144.3678686618805,2026-09-16T19:37:46.132628+00:00,full
