method,seed,epoch,run,checkpoint,checkpoint_sha256,class_macro_mAP_percent,patch_macro_mAP_percent,class_val_loss,patch_val_loss,classification_images,cam_images,fixed_mean_iou_percent,fixed_semantic_foreground_precision_percent,fixed_semantic_foreground_recall_percent,fixed_threshold,best_mean_iou_percent,best_semantic_foreground_precision_percent,best_semantic_foreground_recall_percent,best_threshold,evaluation_seconds,evaluation_finished_utc,scope
all_product,11,12,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_012.pth,f9f43635df07d256ecec62c44222228684c824b7a93feb47373fa10d64faeee3,73.56073567145913,90.35695542800826,0.08749372507474437,0.061625709547677314,1449,1464,60.24972247840916,68.03021565690169,75.18584258568842,0.45,60.391138948195135,70.37153854033338,72.74949315039672,0.48,144.45810055732727,2026-09-16T15:37:56.284416+00:00,full
gwrp,11,12,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_012.pth,5c14d8a75c998df2f4552c5ca25dead0e157c14174d93dae18fb08e927833447,75.48889257143642,91.30751128513236,0.08840000279777374,0.056689693901644155,1449,1464,67.29716197867825,79.23525716946313,81.88799032538431,0.45,67.39626931585161,80.83670352925618,80.1075546527619,0.47,144.3754963874817,2026-09-16T15:35:31.157643+00:00,full
all_product,0,13,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_013.pth,141b5c6a1b8887ecc038a9ef8329bae1f76b8e062513ef04e48f4ffe2ab328c9,77.22828743862145,91.32392428690542,0.08512610565225695,0.05622647838439507,1449,1464,68.38561331936425,79.38959531911307,84.06467902656138,0.45,68.43037816202552,80.13929228282024,83.30218833394866,0.46,144.40229845046997,2026-09-16T15:42:47.108434+00:00,full
gwrp,0,13,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_013.pth,1ef129071f31316fe03e43da99d0bf1dc3920559b66ccfdcd89ae3c83fd8ed13,48.22226667790094,92.18704920542089,0.1350217417880039,0.05255570490969881,1449,1464,66.15668464908498,81.84977162296767,78.93789927872825,0.45,66.22216001239629,80.1975432071801,80.78191113561401,0.43,144.3544158935547,2026-09-16T15:40:21.520038+00:00,full
all_product,11,13,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_013.pth,c2809c08f68f877bc31c9910ec4d645be366031f27c0bd3ffd221dcf8672f185,74.10960202262072,90.65372541199083,0.08963760618940561,0.06386311915288553,1449,1464,60.852503526577365,66.48591675520714,77.6509262418702,0.45,61.215742926221765,69.49138867156931,74.51697520572678,0.49,144.3259665966034,2026-09-16T15:47:37.402949+00:00,full
gwrp,11,13,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_013.pth,5d4e00bb64e72232e2d8977556e9c09c49211b54a0ac463ff3e9514c7ca523f9,83.25125464442739,91.48315335217167,0.0747969674757631,0.0587260635239326,1449,1464,67.05918516438679,78.74855296699145,81.86733018309145,0.45,67.09759521542557,79.5617142858247,80.96073276695088,0.46,144.3813591003418,2026-09-16T15:45:12.365696+00:00,full
all_product,0,14,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_014.pth,c99c0a321d61af12be62fd757474be870bce8b29492c98f84b0737df7ded3987,82.6287630952734,91.50049738645114,0.0773843343686531,0.05596335534086056,1449,1464,68.46083941673118,80.6016721983245,83.38561695013192,0.45,68.46083941673118,80.6016721983245,83.38561695013192,0.45,144.34389328956604,2026-09-16T15:52:28.543138+00:00,full
gwrp,0,14,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_014.pth,3d958a7a65e8b5df5a24aa8b2945ff077d4584a84cf4e8fc08d4ac195eaae276,62.26504992412431,92.21189507423819,0.10736211770830523,0.052718080456829464,1449,1464,66.14041082087562,81.22346289656494,80.18215744492592,0.45,66.16356275284352,80.36548794780086,81.08217519791589,0.44,144.47332382202148,2026-09-16T15:50:02.831704+00:00,full
all_product,11,14,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_014.pth,79f1b093de9f7365b364c935a1f3a0d2e34d82b9ed2f08e8508655c5a9eaf821,73.31524259814309,90.55851228948704,0.08865071823878318,0.05861846016677517,1449,1464,61.8832344053631,69.61744237680233,77.34245802027435,0.45,62.362358548855745,73.46185711178144,73.40305789769296,0.5,144.42897272109985,2026-09-16T15:57:18.937919+00:00,full
gwrp,11,14,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_014.pth,027f9c04a67ac93301cff9825ee03a5db5c70283b6e3b684d37925e71a1c42c0,83.14736558891033,91.5690966286754,0.07279398339608359,0.05462581978492526,1449,1464,67.83272315634419,80.17005888930746,82.14031662579386,0.45,67.86857982293422,80.97545731721563,81.25674046784914,0.46,144.40529561042786,2026-09-16T15:54:53.842787+00:00,full
all_product,0,15,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_015.pth,e728ecdaeb35a445c84f5bfdd61b1090bee69969146f3bc8906ca9b44ff04ae5,81.22029126883304,91.88895907960175,0.07889434582636717,0.05372481987013991,1449,1464,68.39816324886029,79.65258282011463,83.78855703404032,0.45,68.40400967404653,80.40334176901636,83.03199862622684,0.46,144.28779697418213,2026-09-16T16:02:09.559773+00:00,full
gwrp,0,15,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_015.pth,68d0503c327ef21c3d7be16f945af39d3d320a7a15ebe55979a17b95f49790db,74.90561389888596,92.32635927290414,0.08684507198503216,0.05220503518402864,1449,1464,66.86302981066719,80.99264699198983,80.86802455687595,0.45,66.86705921250434,80.14479494410658,81.79092289940132,0.44,144.42914366722107,2026-09-16T15:59:44.300136+00:00,full
all_product,11,15,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_015.pth,1ae148590f12d359b4bcdc5a40b5bd9454ca834ef7afdc7a8dbb71aedbdfee5c,75.8947982658906,90.31615059300735,0.08759822222880448,0.06388160040803907,1449,1464,61.26617127218486,69.26340776619084,79.21344649607754,0.45,61.991349209325776,73.92874012437076,74.39447700352521,0.51,144.46227169036865,2026-09-16T16:06:59.927850+00:00,full
gwrp,11,15,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_015.pth,1c793ded46bd62d8f1e3264afee3aac961b0de070d775cafb54fbfb4ceb44b7f,86.57571454783486,91.91259787778982,0.06720139601462623,0.05445815242307609,1449,1464,68.0036850234281,80.53028702495294,81.78315889688362,0.45,68.00670555460636,81.33700762170893,80.84362383826783,0.46,144.30983209609985,2026-09-16T16:04:34.797163+00:00,full
all_product,0,16,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_016.pth,52e26caea07a5371e407039bcb44ad96a53c43e48ff7002a03939996d262c6b8,84.8454996929176,91.63157081373582,0.07427293017475749,0.05625707600612818,1449,1464,68.4749877406269,80.26260308228626,83.16205058423854,0.45,68.4749877406269,80.26260308228626,83.16205058423854,0.45,144.3777174949646,2026-09-16T16:11:50.623632+00:00,full
gwrp,0,16,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_016.pth,15c51854a5b79298b05f5dae6541bc3cca105a948070288b9158725e041d5b1d,79.94949334426964,92.26729369282005,0.07628243427859906,0.054257459002704435,1449,1464,67.91804829221213,80.4809389022551,82.82609600890187,0.45,67.95313215523338,81.33958586948057,81.91821291145602,0.46,144.49018001556396,2026-09-16T16:09:25.368028+00:00,full
all_product,11,16,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_016.pth,62c910761ef02e706f0fe8aa63e8b1a8e2b0a2bca7e36db9b5f018db44f5e1ac,73.97369633489393,89.70891522453556,0.09719541073976672,0.06257709436596798,1449,1464,59.66611680839114,68.60215773191418,75.03221577023646,0.45,59.67522484749047,69.35108607112633,74.14666268821411,0.46,144.43546175956726,2026-09-16T16:16:41.174756+00:00,full
gwrp,11,16,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_016.pth,b125832bf28d940d87d028a94c4059f4c85e4027ed377b018672f56a02da9944,88.95603067601483,92.06768255232696,0.06517462671481798,0.05695648358722158,1449,1464,67.43509868092914,80.12208244604267,81.07016844709074,0.45,67.46031439706302,80.93219188265466,80.14689650070372,0.46,144.5043387413025,2026-09-16T16:14:16.070201+00:00,full
all_product,0,17,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_017.pth,c1e923f265830e2ef5003ce52a304bf268582557cc54b3819c987613d16eed28,87.40351178540257,91.91114235373139,0.06568670384405892,0.05299528380708089,1449,1464,69.08410737905528,80.8860608648758,82.98563242065944,0.45,69.08410737905528,80.8860608648758,82.98563242065944,0.45,144.49888849258423,2026-09-16T16:21:31.955398+00:00,full
gwrp,0,17,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_017.pth,f25f3e19e64192d8e49fa01c953f1d5b1425ea5054599e7c87d3b45a0ccdbe12,77.52112912956093,92.12433944708016,0.07828820602206052,0.05327285394288492,1449,1464,67.61135530426992,81.08606187402945,81.80957737885792,0.45,67.61135530426992,81.08606187402945,81.80957737885792,0.45,144.40593099594116,2026-09-16T16:19:06.465634+00:00,full
all_product,11,17,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_017.pth,a23dee5e671067ce0a43386fbc0a3929bfaaa5dfcc58899b056a1d80f4760f8e,73.35467148346018,89.49943261165299,0.09258109046785151,0.0638045475524487,1449,1464,59.78007722715368,71.88534570478696,72.23553675462607,0.45,59.87616748974386,70.43978359343286,74.04149244487532,0.43,144.3183410167694,2026-09-16T16:26:22.128424+00:00,full
gwrp,11,17,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_017.pth,b818ab294f4f7fa4313462c2f1bd209fc61f0462077a699eee292804f3c9e792,90.10083887688201,92.10444284719446,0.059976423409908206,0.05258945483403259,1449,1464,67.17438387902044,81.64420942567465,79.52757776568163,0.45,67.21118493878797,80.85108264681995,80.47745423969066,0.44,144.27634143829346,2026-09-16T16:23:57.100327+00:00,full
all_product,0,18,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_018.pth,9021b2cbc551f482e68ce79fb44eb42f6767f3a2dcb28d05567712c9a30a9b11,88.22112951475718,92.02670591240589,0.06488984986224447,0.052160080514585996,1449,1464,69.61061038641496,81.052202767723,83.75946433495102,0.45,69.61061038641496,81.052202767723,83.75946433495102,0.45,144.30330228805542,2026-09-16T16:31:12.588897+00:00,full
gwrp,0,18,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_018.pth,6373d8d3ea7137fd5ba4381a61a857df0b217b3c3a8b6cf3112117081b0c9cb1,82.15420377243416,92.38907125783801,0.06887812899095261,0.05226400828283355,1449,1464,68.24847773114082,82.03064292513102,81.9518554097998,0.45,68.24847773114082,82.03064292513102,81.9518554097998,0.45,144.3093044757843,2026-09-16T16:28:47.326945+00:00,full
all_product,11,18,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_018.pth,5c1b1edfe8ab3249782d95300b0271c3c19dfceb5daacdb130f46f8fd77f1ce7,76.09014704528964,89.38293264909598,0.08798349854389169,0.06351968088669971,1449,1464,59.150023504707065,76.44665618707309,66.04515823991561,0.45,60.4333523778467,70.87447422284767,73.67753875584197,0.37,144.4326729774475,2026-09-16T16:36:02.907679+00:00,full
gwrp,11,18,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_018.pth,b0b8d5ab57d819bf50aa7f2ec3476ff11bdfd641a8531c0ddc0cfcc905fdd7ce,89.84666781803978,92.17880931575324,0.06000649662183185,0.0521885848368259,1449,1464,67.66514170932025,81.08243864197088,80.72767051019328,0.45,67.66514170932025,81.08243864197088,80.72767051019328,0.45,144.34148907661438,2026-09-16T16:33:37.817315+00:00,full
all_product,0,19,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_019.pth,8a97b31660c012714902e437c27411147a55a0df0805921153c73aa776f4ead5,88.95642221974892,92.16158230582774,0.06283612600723738,0.05197185283594908,1449,1464,69.92295042182266,81.29533261552953,84.4347707094028,0.45,69.92295042182266,81.29533261552953,84.4347707094028,0.45,144.36541724205017,2026-09-16T16:40:53.686923+00:00,full
gwrp,0,19,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_019.pth,51fe65c7eeaee9bb3ee6bf0c9288eec844f267abf1b978f0a6364f51da564a77,82.29433511534806,92.55625123118014,0.0669519541678427,0.051581073107597665,1449,1464,68.19333325745427,81.97973791084914,82.0670312788262,0.45,68.19333325745427,81.97973791084914,82.0670312788262,0.45,144.43722677230835,2026-09-16T16:38:28.281944+00:00,full
all_product,11,19,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_019.pth,a9d64db3f59e28ef6d999d0db83c1167f5d11e39d3e73f0802012a421a5b384a,76.46367788509939,89.93203907711933,0.08494893668683502,0.06235427660334102,1449,1464,58.32782455455234,75.72939769056144,65.87970769415372,0.45,59.81743020352941,70.14507536545554,73.82882563131831,0.37,144.3928666114807,2026-09-16T16:45:44.067526+00:00,full
gwrp,11,19,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_019.pth,e89930f74fa0e2a3a835bbdfbd3f2600685c501a6186414174802b0a4b4c165f,81.85203837106789,92.40660328309204,0.07422468855493722,0.052082494646824996,1449,1464,67.99032044148929,80.48837333176408,81.80132633001045,0.45,67.99032044148929,80.48837333176408,81.80132633001045,0.45,144.3782024383545,2026-09-16T16:43:19.004020+00:00,full
all_product,0,20,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_020.pth,4a42033b005ea7d75285477983a7040da91f878b68966d36a5f0c77a31325800,90.10089295305936,92.24793105703519,0.06371760807463513,0.05467803604011292,1449,1464,70.12579874408105,81.99905249155735,83.41481250372564,0.45,70.14803049730477,81.27511233419054,84.2602114897345,0.44,144.64074635505676,2026-09-16T16:50:35.344426+00:00,full
gwrp,0,20,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_020.pth,f60ac94cc6580c0f1432300d2446bc4192ac037021802fad913fbf1b32d52547,84.13325983624468,92.48180332549175,0.06568191313616073,0.05287318796515876,1449,1464,67.7499353078654,80.88285891889305,82.4897254778488,0.45,67.7499353078654,80.88285891889305,82.4897254778488,0.45,144.37191247940063,2026-09-16T16:48:09.350837+00:00,full
all_product,11,20,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_020.pth,f37e4db4b686e63806f8546165f86ab26883a6266af74880a3f7ddbf40ca0985,77.40677328530491,89.79730958367881,0.08425412677213025,0.06189880562268758,1449,1464,57.53254142562201,78.37659606564331,63.7101870443952,0.45,60.44975957786618,70.63609673972228,75.11552791881911,0.34,144.62488651275635,2026-09-16T16:55:26.134927+00:00,full
gwrp,11,20,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_020.pth,10e218aed2ec0105f4203b7b0a919515da8cdaada4fdaf2737af260a8d154018,91.1077567355963,92.09879381928992,0.0571807549534953,0.052952203727369064,1449,1464,67.55435040569756,81.05347641678196,80.56181005897996,0.45,67.55435040569756,81.05347641678196,80.56181005897996,0.45,144.46304082870483,2026-09-16T16:53:00.681173+00:00,full
all_product,0,21,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_021.pth,c39572ea94624b8f991d8b312a846c123b0a1db00fcd0d07b8ae7f804c0e1350,90.58376600060718,92.28634053256515,0.05947495769166881,0.05442864690528729,1449,1464,69.87439442770112,82.32953348544521,82.48281607525755,0.45,69.90681343305596,81.616925348501,83.33822371208652,0.44,144.33153009414673,2026-09-16T17:00:16.771789+00:00,full
gwrp,0,21,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_021.pth,64c85ce9db92e03f1d2ba6dc1121eaf22bb2af69e44c17ba7819b2a3e5e7cb23,86.59915970470064,92.72377002612173,0.0649452212172142,0.05237837661805854,1449,1464,68.01962506486893,81.8603044528353,81.71653186651113,0.45,68.01962506486893,81.8603044528353,81.71653186651113,0.45,144.4780433177948,2026-09-16T16:57:51.497638+00:00,full
all_product,11,21,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_021.pth,eefb9495a6d5f4063065199a59e67ca95f1b6d46f00ebce6eb48b06c75e2b82c,78.26363073445862,90.01684310758152,0.08355164934615582,0.06336712711757425,1449,1464,57.98829911418702,76.37426919873846,65.84341971745353,0.45,59.92828996471179,69.9153077000756,75.06494316600413,0.36,144.42664408683777,2026-09-16T17:05:07.477351+00:00,full
gwrp,11,21,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_021.pth,e7b9ac76ddf35d7425bbd3553e06a6d760a57b39b97fa3d1dcb5587c5c309a7e,91.56369946998521,92.60704678714407,0.05580546395317121,0.05185112320632257,1449,1464,67.86898882257188,81.14496284417405,80.7478738574812,0.45,67.86898882257188,81.14496284417405,80.7478738574812,0.45,144.53253841400146,2026-09-16T17:02:42.226338+00:00,full
all_product,0,22,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_022.pth,44b23c26199e555a72d3e25905727349a3f1c2ac46ae6afc89eca776eaa8759a,90.6276100657351,92.29767121339712,0.05976982486194541,0.05288405311753455,1449,1464,69.56250752230807,81.559002436812,83.06333143591982,0.45,69.56959454980756,80.81399737494365,83.89855538882202,0.44,144.4047827720642,2026-09-16T17:09:58.086022+00:00,full
gwrp,0,22,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_022.pth,cd51f5030d7952b10bf28e1a4f8b8199b8361783f596edfc4aa3d51810e9a30c,88.76193133740091,92.82831224631339,0.06022701589834122,0.051140056777773765,1449,1464,68.90299672038113,81.38210595549289,83.89823018708009,0.45,68.90299672038113,81.38210595549289,83.89823018708009,0.45,144.44197845458984,2026-09-16T17:07:32.783157+00:00,full
all_product,11,22,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_022.pth,a08dcfd718464688551d28d8dec5e4d09d0fb8b1458c70e08a77fd7c68f5e18b,80.80966153364416,90.87977353293398,0.08193161253212566,0.05933281117529603,1449,1464,60.07796511557984,78.33721003217256,68.24338134667312,0.45,61.79586802945947,72.9131178285788,76.69129069047091,0.37,144.4873173236847,2026-09-16T17:14:48.620396+00:00,full
gwrp,11,22,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_022.pth,75341a026c1ae70b20420096b4b6e31c6c1427558c61d3510a4e601860d4cd63,91.70100198236474,92.56703400820028,0.05426497380535219,0.05154337034688644,1449,1464,67.76407273232033,80.82540422506396,81.30687750105665,0.45,67.76519148054511,81.65862072728038,80.3707184902919,0.46,144.36864638328552,2026-09-16T17:12:23.365482+00:00,full
all_product,0,23,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_023.pth,a83385bc7cb4c7eacc529934836b1bd9de22b78a2af2a89426ab700c7402e748,90.64897607667882,92.3661261351725,0.0577852478658355,0.05186579857738862,1449,1464,70.24375160814758,82.22914964126616,83.47158667760091,0.45,70.24375160814758,82.22914964126616,83.47158667760091,0.45,144.4418430328369,2026-09-16T17:19:39.419592+00:00,full
gwrp,0,23,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_023.pth,2571aa66a836922eef847eb203b5bec7640d850196ecbdef61250bd45b12fe85,89.28390857199962,92.89864963653633,0.05852562649300215,0.05012979866966369,1449,1464,68.27779340631517,81.36332883958455,83.0135362426829,0.45,68.27779340631517,81.36332883958455,83.0135362426829,0.45,144.53761291503906,2026-09-16T17:17:14.102234+00:00,full
all_product,11,23,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_023.pth,a6190b8ec2273ed8a5245902ee1a650be9dc2dae9ca4f6ba609504d2d0fa3ba5,75.28478260103697,90.48134185528895,0.0892424182420027,0.06262139932832857,1449,1464,60.231756720222016,77.5233819739365,70.36014217336137,0.45,61.410288281100144,72.47117873207768,77.54561532987096,0.38,144.38556480407715,2026-09-16T17:24:29.919700+00:00,full
gwrp,11,23,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_023.pth,024606cb8388c542f07c94899b952d3ed5d5c3b0a4c786775e7ebff42461e30a,91.2477916506784,92.69573108347986,0.05599384513227918,0.05365193849127403,1449,1464,68.11939034380138,80.88932889484902,81.50037405006869,0.45,68.11939034380138,80.88932889484902,81.50037405006869,0.45,144.39072513580322,2026-09-16T17:22:04.759233+00:00,full
all_product,0,24,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_024.pth,97ab8f9a857942289ad0260a01947cf647bff39364bb2c67f5ef7212f769e742,91.4059022705901,92.703415221353,0.05796275538790218,0.05155760176824322,1449,1464,70.77308180489123,82.27364857527807,83.8885391751707,0.45,70.7764295516044,81.53706835992939,84.716436257199,0.44,144.19657826423645,2026-09-16T17:29:20.357244+00:00,full
gwrp,0,24,gwrp_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s0/epoch_checkpoints/mctformerplus_epoch_024.pth,8aeb28287a5c8ebac3030308fe44e0932a86ff789423df33d0aa3f3912f3a5f2,86.82861946995102,93.0100389097722,0.06178613104764308,0.050663220879330645,1449,1464,68.91722345195998,81.45487643221632,83.60562878535774,0.45,68.91722345195998,81.45487643221632,83.60562878535774,0.45,144.4420394897461,2026-09-16T17:26:55.237442+00:00,full
all_product,11,24,all_product_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s11/epoch_checkpoints/mctformerplus_epoch_024.pth,74f6b149d767d10e6c5c1501332777da7d95323bc26b45feef7914ffddea2e45,78.85792448948801,90.47096772434715,0.08521106720402621,0.06221276095935276,1449,1464,60.42944953396025,75.92806053814289,70.52434485197398,0.45,61.66608025254688,71.0012332205147,78.04837722288815,0.38,144.4716832637787,2026-09-16T17:34:10.973731+00:00,full
gwrp,11,24,gwrp_s11,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/gwrp_s11/epoch_checkpoints/mctformerplus_epoch_024.pth,04853dd83ac46851e7353525bf631599c89328523bfd543acc724af6644cfaa8,91.05030204597287,92.62204034405403,0.05833180583473565,0.0535306159928801,1449,1464,68.28337150140518,80.9607572287592,81.61960359662235,0.45,68.28337150140518,80.9607572287592,81.61960359662235,0.45,144.44823336601257,2026-09-16T17:31:45.677396+00:00,full
all_product,0,25,all_product_s0,/home/peng/code/TGCA/results/voc_epoch_checkpoints/20260916-gwrp-all-product-s0-s11-r2/all_product_s0/epoch_checkpoints/mctformerplus_epoch_025.pth,c26c677ac91f91fec82c36010028fcfe63664974e5a7ac9542a556047ce4b432,91.53849295055122,92.51299997891562,0.058565321926662556,0.05251696906865589,1449,1464,71.39238680701865,82.69997392649518,84.6577335613658,0.45,71.39913361356952,81.95855597330612,85.48396682052844,0.44,144.45588517189026,2026-09-16T17:39:01.677389+00:00,full
