relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,reference_relation,comparison_relation
,per_class,all,micro,top20_jaccard,0.16892119475083686,0.1350276247639277,0.20619703326329233,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,s_last,patch_norm
,per_class,all,micro,map_spearman,0.14195358626695753,0.09091709596175052,0.19314728758014274,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.20075270170331697,0.15622647477558374,0.24649312654171743,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.24626877100897202,0.20658083463772778,0.28616172821601693,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.31249312299511095,0.27990685302854307,0.34488128054606665,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,s_last,patch_norm
,per_class,all,micro,map_spearman,0.17110511127235298,0.12006002052900515,0.22118248599725115,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.1331730023462806,0.0979644791812537,0.16840163580795972,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.23340611246673265,0.19644350324947463,0.2704561216870243,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.3603176336458499,0.3256857739935115,0.39461755682538213,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.1930328201004798,-0.25098520443467265,-0.1323271319639346,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.17475755456395006,0.12881461108588366,0.22494276086593323,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.19115778618855944,0.15638856196570594,0.22896843711890238,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.21754090925661976,0.1881551493123819,0.24913619883213697,123,123,123,123,,5000,5000,1.0,3021694564,20260901,8,chair,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.8187666556936648,-0.8774593264406916,-0.7515574718378148,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.0297557012263858,0.0003658313517468447,0.06597300504932342,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.022995002669934483,0.001212796444331728,0.05032650062208625,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.02561830871927158,0.007068696374893291,0.048855296820570875,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.06354952642825197,-0.12549586953018052,-0.00013271319516934706,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.20126795122135427,0.13976740327872766,0.26957256104376,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.2277181014922366,0.177016412747882,0.28267718735171427,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.24837335306380387,0.21257622093041537,0.28469566828166154,75,75,75,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,s_last,patch_norm
,per_class,all,micro,map_spearman,0.09651950246970337,0.03141716675707344,0.16193555559696587,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.14296175494216995,0.10986763274323463,0.17775531164463707,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.23164680045021185,0.19675647797732784,0.26708369995026304,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.30947677900549625,0.27316699742211126,0.3468859847401306,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.37727483873573525,-0.46898778771676297,-0.2841087007977414,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.06256547890611192,0.02623133506225586,0.10823454503079218,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.08386715431558468,0.04839102741303318,0.1273593954684177,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.11467111503717661,0.07777802527106831,0.15791585017276452,79,79,79,79,,5000,5000,1.0,3021694564,20260901,12,horse,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.08768401383724651,-0.17648360176524713,0.0033402592790102445,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.11057478835754472,0.07505677067696324,0.14931209946618051,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.16538251127473183,0.12459009554929709,0.2092072665148291,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.2307719276342249,0.1872529630722163,0.2772569721096755,76,76,76,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,s_last,patch_norm
,per_class,all,micro,map_spearman,-0.012687878604212718,-0.048007286944760016,0.022186696607250388,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.19777894417014993,0.1749456600673069,0.22147018576985306,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.24093963718233455,0.22036533125295055,0.2619398520280186,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,s_last,patch_norm
,per_class,all,micro,top20_jaccard,0.2804860791055298,0.26227368439113696,0.2992303200658,445,445,445,445,,5000,5000,1.0,3021694564,20260901,14,person,s_last,patch_norm
,per_class,all,micro,map_spearman,0.08918873422743823,0.014985884766814754,0.16171351949446036,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last,patch_norm
,per_class,all,micro,top05_jaccard,0.274348143831205,0.21617935965722876,0.33628912146780104,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last,patch_norm
,per_class,all,micro,top10_jaccard,0.3127769981577707,0.2624348170142776,0.36529124886889097,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last,patch_norm
