relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,comparison
,per_class,all,micro,binary_mask_jaccard,0.42466474921343494,0.3176418709773822,0.5336685481241262,26,26,27,27,,5000,5000,1.0,3021694564,20260901,15,pottedplant,positive_classes_same_image
,per_class,all,micro,binary_mask_cosine,0.5433706605663473,0.4277376309581617,0.6587014684922006,26,26,27,27,,5000,5000,1.0,3021694564,20260901,15,pottedplant,positive_classes_same_image
,per_class,all,micro,relu_token_cosine,0.5142339082754518,0.353911126041478,0.6753411298341758,26,26,27,27,,5000,5000,1.0,3021694564,20260901,15,pottedplant,positive_classes_same_image
,per_class,all,micro,binary_mask_jaccard,0.516776136846492,0.37337395535870604,0.6430057976523759,10,10,10,10,,5000,5000,1.0,3021694564,20260901,17,sofa,positive_classes_same_image
,per_class,all,micro,binary_mask_cosine,0.6558541231634176,0.5122778183373884,0.7753908569950866,10,10,10,10,,5000,5000,1.0,3021694564,20260901,17,sofa,positive_classes_same_image
,per_class,all,micro,relu_token_cosine,0.6484265285934379,0.4518522142668651,0.8188460028927776,10,10,10,10,,5000,5000,1.0,3021694564,20260901,17,sofa,positive_classes_same_image
,all_rows,all,micro,binary_mask_jaccard,0.7561368590795999,0.7477659172879842,0.7644250689771336,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,all_rows,all,micro,binary_mask_cosine,0.825309477160018,0.8182387359725428,0.8323058575446415,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,all_rows,all,micro,relu_token_cosine,0.8226534290496011,0.813464860769388,0.831768471728156,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,all_rows,all,macro_class,binary_mask_jaccard,0.7516928652201751,0.7440156369907034,0.7587837845100973,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,all_rows,all,macro_class,binary_mask_cosine,0.8215479738504572,0.8147399235729371,0.8278921061046978,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,all_rows,all,macro_class,relu_token_cosine,0.8205390453047341,0.811709110676018,0.8287929689273462,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.9021490471230613,0.8742720383571254,0.923361518341634,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.9373282091485129,0.9148762391010921,0.9542098047667079,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9482024892750713,0.9172209712945752,0.9705807542966471,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.7469836426309392,0.7006552396507203,0.7866302413465102,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.8105921468025521,0.7677774697306412,0.8471574744940558,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8218697265167779,0.7662448075187357,0.8675135394275377,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8325213162789067,0.7941190632313345,0.8635871408688066,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.8694830830525426,0.8317017036951283,0.8997315136336007,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8842915909599911,0.841312626615456,0.918800659446968,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8579704579379823,0.8375716549654803,0.8765427122720414,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.9204375495513281,0.907698537160953,0.9317581589851114,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.9703638735744688,0.9636316315995322,0.9763118337011999,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.5694966845524808,0.5344340138603001,0.6021334673743695,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.6717791017144918,0.6399005659312631,0.7016255821489419,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.6265857185547551,0.5831716379499994,0.6671907308589046,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.7728098029824527,0.7241673793593372,0.8156607104691903,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.8249863680150058,0.7813899088550258,0.8624197113654902,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.8054934055418581,0.7481461332708195,0.8558729368110968,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.6726618962377076,0.6407926529587255,0.7032710417019804,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,same_class_other_images
,per_class,all,micro,binary_mask_cosine,0.7642318394005768,0.7350420205817213,0.7913221321002705,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,same_class_other_images
,per_class,all,micro,relu_token_cosine,0.7474654058771809,0.7095554406615341,0.7833467124235325,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,same_class_other_images
,per_class,all,micro,binary_mask_jaccard,0.8435531075136,0.8119278056656613,0.8697121536171362,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,same_class_other_images
