relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,signal,region
,all_rows,3plus_labels,macro_class,median,0.5282891680499325,0.5114929320505993,0.5484441302455054,147,147,415,470,19,5000,5000,1.0,3021694564,20260901,,,c_sign,target
,all_rows,3plus_labels,macro_class,q25,0.4712012300539036,0.4548519649107381,0.48845083956871765,147,147,415,470,19,5000,5000,1.0,3021694564,20260901,,,c_sign,target
,all_rows,3plus_labels,macro_class,q75,0.5798057776312772,0.5618395675509369,0.602721034112598,147,147,415,470,19,5000,5000,1.0,3021694564,20260901,,,c_sign,target
,per_class,all,micro,mean,0.42990317616131185,0.4114649225445063,0.447363859802081,87,90,87,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target
,per_class,all,micro,median,0.43466639878420993,0.41583468481546676,0.45251038572444435,87,90,87,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target
,per_class,all,micro,q25,0.3762923786309601,0.35781036721487697,0.393446198441236,87,90,87,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target
,per_class,all,micro,q75,0.4917634979489891,0.4717142616214803,0.511024160633923,87,90,87,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target
,per_class,all,micro,mean,0.6311548872580406,0.6112996944686317,0.6511024501840511,71,79,71,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target
,per_class,all,micro,median,0.6458041495840314,0.6233334495876922,0.6683041141548672,71,79,71,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target
,per_class,all,micro,q25,0.5586485425141495,0.5347480402220479,0.583496296685189,71,79,71,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target
,per_class,all,micro,q75,0.7182576104368962,0.6952860946104659,0.7391991740860621,71,79,71,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target
,per_class,all,micro,mean,0.39714440774628,0.3775294298155605,0.416889233862322,99,103,99,103,,5000,5000,1.0,3021694564,20260901,2,bird,c_sign,target
,per_class,all,micro,median,0.3883754401796996,0.3666805635420081,0.41022789643918817,99,103,99,103,,5000,5000,1.0,3021694564,20260901,2,bird,c_sign,target
,per_class,all,micro,q25,0.3030791900901481,0.2846887830944037,0.3217603466093388,99,103,99,103,,5000,5000,1.0,3021694564,20260901,2,bird,c_sign,target
,per_class,all,micro,q75,0.4833579636884458,0.4590398645363454,0.5080576069205999,99,103,99,103,,5000,5000,1.0,3021694564,20260901,2,bird,c_sign,target
,per_class,all,micro,mean,0.4763446870813461,0.4428371141202428,0.5110970536018125,69,72,69,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target
,per_class,all,micro,median,0.4832692498314208,0.44618903054942954,0.5213532476989019,69,72,69,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target
,per_class,all,micro,q25,0.40318711641905963,0.3670872616762528,0.4400765502152789,69,72,69,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target
,per_class,all,micro,q75,0.5527634570995966,0.5156445936053334,0.5905254614758579,69,72,69,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target
,per_class,all,micro,mean,0.46640638331966694,0.4451409507936242,0.48799362158045684,87,96,87,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target
,per_class,all,micro,median,0.46509252942499074,0.44219549905576594,0.4887954824600888,87,96,87,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target
,per_class,all,micro,q25,0.3922702996809592,0.36973751792790027,0.41547452427034776,87,96,87,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target
,per_class,all,micro,q75,0.5399085444280471,0.5154609741181104,0.564995907708689,87,96,87,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target
,per_class,all,micro,mean,0.4536309430552511,0.4381557637400175,0.47029041190126736,73,74,73,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target
,per_class,all,micro,median,0.46339349611981273,0.4479016189242415,0.4797298891857399,73,74,73,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target
,per_class,all,micro,q25,0.39964540690591893,0.3828527159580629,0.4166327306390449,73,74,73,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target
,per_class,all,micro,q75,0.520966243764309,0.5045565867447117,0.5387152950912882,73,74,73,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target
,per_class,all,micro,mean,0.5046681962919759,0.4937800099607097,0.5161123825955563,113,127,113,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target
,per_class,all,micro,median,0.5189745610794135,0.506555920026196,0.5320754299718187,113,127,113,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target
,per_class,all,micro,q25,0.44768822687653315,0.43702561636486736,0.459076871570617,113,127,113,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target
,per_class,all,micro,q75,0.5748142115442099,0.5593080004663538,0.5914826749924719,113,127,113,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target
,per_class,all,micro,mean,0.6575167290486033,0.6416945330398717,0.6724514185036076,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target
,per_class,all,micro,median,0.6976836291180939,0.6788387248370827,0.7153856519077506,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target
,per_class,all,micro,q25,0.5853042871135623,0.566408352380102,0.6043125995708739,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target
,per_class,all,micro,q75,0.7695845102562624,0.7519367488742876,0.7858330717419877,119,119,119,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target
,per_class,all,micro,mean,0.4607053611206341,0.445959286267134,0.47541883261475726,112,123,112,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target
,per_class,all,micro,median,0.4538092211421047,0.4387493911903073,0.46913581947215316,112,123,112,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target
,per_class,all,micro,q25,0.40100754371711184,0.38701859534904814,0.41527991168109235,112,123,112,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target
,per_class,all,micro,q75,0.5197499320576233,0.5016287540331132,0.5383037487024703,112,123,112,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target
,per_class,all,micro,mean,0.317203067719527,0.30718183939537785,0.32780485143916605,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target
,per_class,all,micro,median,0.3157606161606144,0.3062960886409585,0.3259535432071753,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target
,per_class,all,micro,q25,0.2786649744170652,0.26854790572837833,0.2894767657827429,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target
,per_class,all,micro,q75,0.3535924402760788,0.34297312942241703,0.36475522204656413,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target
,per_class,all,micro,mean,0.5076622172198121,0.4908635837371265,0.5236367024577581,73,75,73,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target
,per_class,all,micro,median,0.5097804573709017,0.491203797457037,0.5276257166297486,73,75,73,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target
,per_class,all,micro,q25,0.4354794653107042,0.4183764376520935,0.4522741979950418,73,75,73,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target
,per_class,all,micro,q75,0.5843579934476173,0.5610889928539593,0.6067160055869155,73,75,73,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target
,per_class,all,micro,mean,0.5841176213366824,0.568015221544165,0.5996743294073855,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target
,per_class,all,micro,median,0.5972621677210554,0.5795424605283188,0.6141454797383631,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target
,per_class,all,micro,q25,0.5162513275863603,0.49762255467649086,0.5340728774797754,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target
,per_class,all,micro,q75,0.6703782628756016,0.6541540108126356,0.6863544886262389,128,128,128,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target
,per_class,all,micro,mean,0.5017342516782946,0.4848927680607756,0.5180482950107218,77,79,77,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target
,per_class,all,micro,median,0.5073996035309581,0.4896630270572889,0.5244715150694053,77,79,77,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target
,per_class,all,micro,q25,0.45110420708532456,0.43268525600841823,0.4684496696690073,77,79,77,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target
,per_class,all,micro,q75,0.5583141729622693,0.5412599154031621,0.5752510535960588,77,79,77,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target
,per_class,all,micro,mean,0.45698336384134935,0.43693769799821297,0.47663287096082874,75,76,75,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target
,per_class,all,micro,median,0.46094435731569927,0.43843219028481123,0.4835024010693948,75,76,75,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target
,per_class,all,micro,q25,0.37316799332698186,0.35312032542570515,0.39335606127453815,75,76,75,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target
,per_class,all,micro,q75,0.542350978354613,0.5187630728848284,0.5656650803404281,75,76,75,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target
,per_class,all,micro,mean,0.6146827753862393,0.6071870433385379,0.6221925993151318,413,445,413,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target
,per_class,all,micro,median,0.6323455961254261,0.6235676769387805,0.6412134261874886,413,445,413,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target
,per_class,all,micro,q25,0.5391671640694718,0.5312571422664075,0.5471011539401782,413,445,413,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target
,per_class,all,micro,q75,0.7102748227483857,0.7005927226512663,0.720017013352122,413,445,413,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target
,per_class,all,micro,mean,0.6084045507476546,0.5834215005453105,0.6339683848810379,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target
,per_class,all,micro,median,0.6254993177512113,0.5964458660256273,0.6548490870198278,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target
,per_class,all,micro,q25,0.5471696518361568,0.5188851722795066,0.5756827832549384,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target
,per_class,all,micro,q75,0.6890611021834261,0.6593245287861896,0.7183677159286526,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target
,per_class,all,micro,mean,0.3772548077604963,0.3616775103447781,0.39264322320201606,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,c_sign,target
,per_class,all,micro,median,0.38047907998164493,0.3632428884212124,0.39702586836197923,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,c_sign,target
,per_class,all,micro,q25,0.3313147038744207,0.3146177743022379,0.3475484930730441,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,c_sign,target
,per_class,all,micro,q75,0.42377617863709466,0.406686885935957,0.44054033030804834,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,c_sign,target
,per_class,all,micro,mean,0.5632620198695377,0.5423617934734958,0.5841225235341966,88,90,88,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target
,per_class,all,micro,median,0.5744280649179762,0.5521604041749945,0.5973475795673594,88,90,88,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target
,per_class,all,micro,q25,0.5076633094894615,0.48599075747068327,0.5297122392265332,88,90,88,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target
,per_class,all,micro,q75,0.6375347784805027,0.6140715688078182,0.6611928969352608,88,90,88,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target
,per_class,all,micro,mean,0.4390603285456363,0.42628482333252915,0.4521437281425006,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target
,per_class,all,micro,median,0.4454482724624021,0.4316235505709691,0.45949243897394765,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target
,per_class,all,micro,q25,0.3821981909374396,0.36770922899290565,0.3966786980340701,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target
,per_class,all,micro,q75,0.5014919176520336,0.4884421671385921,0.5150211416517517,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target
,per_class,all,micro,mean,0.6405748614481155,0.6167883699733722,0.6641838186705943,67,74,67,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target
,per_class,all,micro,median,0.6702112101796848,0.6399957012007202,0.6997428155803364,67,74,67,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target
,per_class,all,micro,q25,0.5780997367492363,0.5471147692707531,0.6092285691017444,67,74,67,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target
,per_class,all,micro,q75,0.7442981241576707,0.7194721321032472,0.7688793920797072,67,74,67,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target
,all_rows,all,micro,mean,0.053282791264984926,0.047548082918986476,0.05898874683643836,1424,1449,2004,2147,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,all,macro_class,mean,0.04116657950017897,0.03644686926742917,0.04580239416161746,1424,1449,2004,2147,20,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,single_label,micro,mean,0.06488174733893938,0.055662105447613734,0.07397771413216313,912,927,912,927,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,single_label,macro_class,mean,0.06246255099036361,0.05436098022957689,0.07018725525413909,912,927,912,927,20,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,exactly_2_labels,micro,mean,0.048989345931728205,0.03975942899940699,0.0581720006890211,367,375,683,750,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,exactly_2_labels,macro_class,mean,0.022394993565547822,0.012988340008681933,0.032227557358520106,367,375,683,750,20,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,3plus_labels,micro,mean,0.034588843155370926,0.02375363674519947,0.04538875337408876,145,147,409,470,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,all_rows,3plus_labels,macro_class,mean,0.020382339291864084,0.004147820486860126,0.039202800871564754,145,147,409,470,19,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_background
,per_class,all,micro,mean,0.0375125331001045,0.02057986132164045,0.05454151438415799,87,90,87,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target_minus_background
,per_class,all,micro,mean,0.12147000015731282,0.1005696258385775,0.14218326470920895,71,79,71,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target_minus_background
,per_class,all,micro,mean,-0.01310057330423236,-0.034999278787261175,0.008504597732607484,99,103,99,103,,5000,5000,1.0,3021694564,20260901,2,bird,c_sign,target_minus_background
,per_class,all,micro,mean,0.024111438866464236,-0.0050260189602312775,0.05217495350232199,69,72,69,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target_minus_background
,per_class,all,micro,mean,0.05570500575150382,0.03055115125929806,0.0814212362019698,84,96,84,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target_minus_background
,per_class,all,micro,mean,-0.037286532706437295,-0.054061262609976755,-0.02079607658668873,73,74,73,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target_minus_background
,per_class,all,micro,mean,-0.004375477524877474,-0.02170558594804392,0.013634954448324287,113,127,113,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target_minus_background
,per_class,all,micro,mean,0.2425342161880853,0.21740669815579058,0.2674224336897464,113,119,113,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target_minus_background
,per_class,all,micro,mean,0.006023297170200238,-0.009496509716250531,0.021919285019169524,111,123,111,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target_minus_background
,per_class,all,micro,mean,-0.06754056700150449,-0.08956515720107273,-0.046289053861876525,71,71,71,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target_minus_background
,per_class,all,micro,mean,0.022849973055196617,0.006051103313535386,0.03842915456754858,71,75,71,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target_minus_background
,per_class,all,micro,mean,0.04585354394239158,0.02678738095137576,0.06549623038673648,124,128,124,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target_minus_background
,per_class,all,micro,mean,0.0521770576160314,0.03549772942092299,0.06923580219201227,77,79,77,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target_minus_background
,per_class,all,micro,mean,-0.07807395991381647,-0.10043927733669665,-0.05643536061355698,75,76,75,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target_minus_background
,per_class,all,micro,mean,0.10262402217044994,0.09169685888225071,0.11364077601735896,409,445,409,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target_minus_background
,per_class,all,micro,mean,0.1298352350936398,0.10084585032572582,0.16028578968662324,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target_minus_background
,per_class,all,micro,mean,-0.03211982094430779,-0.049760306242127475,-0.01488181021076168,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,c_sign,target_minus_background
,per_class,all,micro,mean,0.05875621182590811,0.03952406702451906,0.0784107144649305,83,90,83,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target_minus_background
,per_class,all,micro,mean,0.008384003486075651,-0.003729343067577112,0.02070716828544539,83,84,83,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target_minus_background
,per_class,all,micro,mean,0.14799198297539132,0.12387964754458564,0.172838696633877,66,74,66,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target_minus_background
,all_rows,all,micro,mean,0.019444822838570543,0.015485528945402505,0.02362102924455148,462,1449,1052,2147,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,all_rows,all,macro_class,mean,-0.005689655437584104,-0.018276481835325025,0.0072871845719899506,462,1449,1052,2147,20,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,all_rows,exactly_2_labels,micro,mean,0.021593793569206363,0.016519192610001565,0.027413687200594068,322,375,644,750,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,all_rows,exactly_2_labels,macro_class,mean,-0.008027242308811107,-0.023536580009623272,0.008427880908581088,322,375,644,750,20,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,all_rows,3plus_labels,micro,mean,0.016052820018645383,0.009764732522849612,0.022644092218154877,140,147,408,470,,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,all_rows,3plus_labels,macro_class,mean,0.01937428221404547,-0.0012804575693013266,0.034755723842583026,140,147,408,470,19,5000,5000,1.0,3021694564,20260901,,,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.02220061054126707,-0.1108941347435983,0.07297602462987843,12,90,12,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.06425647008587207,0.027158986433647895,0.10170919859181482,41,79,41,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.07727412046146517,-0.18298576143747794,0.03494622411932821,5,103,5,103,,5000,4969,0.9938,3021694564,20260901,2,bird,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.032260843223186494,-0.08766196314613485,0.025330833044197098,15,72,15,72,,5000,5000,1.0,3021694564,20260901,3,boat,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.06586566104742585,-0.10325567534390377,-0.028360538401679077,51,96,51,96,,5000,5000,1.0,3021694564,20260901,4,bottle,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.010917314792485325,-0.024468693396906306,0.044524761214161886,33,74,33,74,,5000,5000,1.0,3021694564,20260901,5,bus,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.02675123006084915,-0.0500608810426307,-0.002463944105996925,66,127,66,127,,5000,5000,1.0,3021694564,20260901,6,car,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.15272688971519963,0.09234467209799917,0.21140786748709783,30,119,30,119,,5000,5000,1.0,3021694564,20260901,7,cat,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.0468291112981254,-0.0722516118190491,-0.022214200015767644,96,123,96,123,,5000,5000,1.0,3021694564,20260901,8,chair,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.08083519269409359,-0.15264762306070348,-0.004873501994607376,14,71,14,71,,5000,5000,1.0,3021694564,20260901,9,cow,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.04852648090787951,-0.06960289926251881,-0.02811954394920918,68,75,68,75,,5000,5000,1.0,3021694564,20260901,10,diningtable,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.0075308808925322965,-0.029358415091025693,0.046549640353305645,43,128,43,128,,5000,5000,1.0,3021694564,20260901,11,dog,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.024007562794245405,-0.04982870597286579,0.0016072791572253736,33,79,33,79,,5000,5000,1.0,3021694564,20260901,12,horse,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.05259130700167577,-0.07773900426155518,-0.02860587570794859,51,76,51,76,,5000,5000,1.0,3021694564,20260901,13,motorbike,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.07498692898475963,0.0616413821829042,0.08823777614873282,343,445,343,445,,5000,5000,1.0,3021694564,20260901,14,person,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.06646384637443493,0.026254726293037666,0.10714722565377692,44,85,44,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.05624098838379858,-0.15014901799583713,0.06577991225154921,5,57,5,57,,5000,4971,0.9942,3021694564,20260901,16,sheep,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.001202725208426421,-0.034506215341651776,0.03037606826460517,61,90,61,90,,5000,5000,1.0,3021694564,20260901,17,sofa,c_sign,target_minus_other_fg
,per_class,all,micro,mean,-0.0746128697722879,-0.16131060167751726,0.0202200179137078,10,84,10,84,,5000,5000,1.0,3021694564,20260901,18,train,c_sign,target_minus_other_fg
,per_class,all,micro,mean,0.11852326379776029,0.05551296885853451,0.18153139505576035,31,74,31,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,c_sign,target_minus_other_fg
,all_rows,all,micro,mean,-86.02509979771771,-105.35810560468539,-67.00717277241705,1432,1449,2120,2147,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,micro,median,32.102624799407806,15.399274841333444,48.1911353327436,1432,1449,2120,2147,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,micro,q25,-304.6119240403196,-330.5711716808458,-278.7881103266023,1432,1449,2120,2147,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,micro,q75,276.5228154609015,260.5664475039076,291.7143857392398,1432,1449,2120,2147,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,macro_class,mean,-104.63609195722358,-121.00810883390727,-88.54701758983103,1432,1449,2120,2147,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,macro_class,median,12.884028382813463,-1.8997269065612425,26.989595519716296,1432,1449,2120,2147,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,macro_class,q25,-313.6300204771156,-336.35089786263694,-292.0054240883161,1432,1449,2120,2147,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,all,macro_class,q75,248.4234634987507,234.30256245962474,261.85957826608137,1432,1449,2120,2147,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,micro,mean,-235.35189144334814,-266.37969999080843,-204.547985016668,918,927,918,927,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,micro,median,-50.14570235277573,-78.10743746043781,-22.461860439364813,918,927,918,927,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,micro,q25,-510.7157788027088,-555.3039781642816,-467.47444031276456,918,927,918,927,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,micro,q75,258.40024010955165,234.80805104760347,281.97773568231906,918,927,918,927,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,macro_class,mean,-176.59908392248462,-203.05700421688033,-151.78024495406822,918,927,918,927,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,macro_class,median,-20.39726116429601,-42.92438911495644,1.1212787113690639,918,927,918,927,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,macro_class,q25,-418.0739956738574,-455.129628729967,-383.7955735777613,918,927,918,927,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,single_label,macro_class,q75,254.4935380141832,233.20467597074926,276.40828526497376,918,927,918,927,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,micro,mean,17.09237799693385,-11.96670676113944,46.49369148390314,369,375,738,750,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,micro,median,99.78521127279515,73.70306858527628,126.62479418750404,369,375,738,750,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,micro,q25,-180.6023728825697,-217.55643489897668,-145.35671505379247,369,375,738,750,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,micro,q75,322.0251193780371,295.3060692858117,350.3846374713814,369,375,738,750,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,macro_class,mean,-12.799288746348406,-43.385653689144306,19.687724646830503,369,375,738,750,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,macro_class,median,69.45559691619475,41.59498102417881,102.95234962877768,369,375,738,750,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,macro_class,q25,-198.4177448756857,-244.2628320387872,-154.48630868174044,369,375,738,750,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,exactly_2_labels,macro_class,q75,278.315028191045,249.48686281361282,314.07644557854513,369,375,738,750,20,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,3plus_labels,micro,mean,45.400107353653134,22.487119957621463,68.83125863251652,145,147,464,470,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,3plus_labels,micro,median,87.17636511911606,65.08985935868078,109.1726188395439,145,147,464,470,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,3plus_labels,micro,q25,-94.08543714925503,-123.3802861428184,-66.86772409787724,145,147,464,470,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
,all_rows,3plus_labels,micro,q75,240.00519451627443,213.32823772263202,267.97816206543143,145,147,464,470,,5000,5000,1.0,3021694564,20260901,,,s_pos,background
