relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,presence
s_last,per_class,all,micro,background_mass,0.581267969311187,0.5549945763042233,0.6070268874729617,1392,1392,1392,1392,,5000,5000,1.0,3021694564,20260901,16,sheep,absent
s_last,per_class,all,micro,max_score,11543.240412879815,11259.784917207357,11815.418139342966,1359,1359,1359,1359,,5000,5000,1.0,3021694564,20260901,17,sofa,absent
s_last,per_class,all,micro,top10_mean_score,4374.762700315961,4224.594133892553,4527.612565056141,1359,1359,1359,1359,,5000,5000,1.0,3021694564,20260901,17,sofa,absent
s_last,per_class,all,micro,spatial_entropy,0.0006798210770858601,0.00033501725759843863,0.001073218884763473,1359,1359,1359,1359,,5000,5000,1.0,3021694564,20260901,17,sofa,absent
s_last,per_class,all,micro,foreground_mass,0.3945174937492611,0.36851040556410336,0.420566440655304,1359,1359,1359,1359,,5000,5000,1.0,3021694564,20260901,17,sofa,absent
s_last,per_class,all,micro,background_mass,0.5624159105205819,0.5370159596568922,0.5885639373358472,1359,1359,1359,1359,,5000,5000,1.0,3021694564,20260901,17,sofa,absent
s_last,per_class,all,micro,max_score,11324.052139466674,11095.217854772434,11556.258327891033,1365,1365,1365,1365,,5000,5000,1.0,3021694564,20260901,18,train,absent
s_last,per_class,all,micro,top10_mean_score,4203.83362804795,4070.5045827687327,4344.071523320466,1365,1365,1365,1365,,5000,5000,1.0,3021694564,20260901,18,train,absent
s_last,per_class,all,micro,spatial_entropy,0.00017553224760307744,4.1210058602148254e-05,0.0003684797609870723,1365,1365,1365,1365,,5000,5000,1.0,3021694564,20260901,18,train,absent
s_last,per_class,all,micro,foreground_mass,0.3823257216201514,0.35677321603694184,0.4084834965075607,1365,1365,1365,1365,,5000,5000,1.0,3021694564,20260901,18,train,absent
s_last,per_class,all,micro,background_mass,0.5773563495305492,0.5503824030788087,0.6037969901691141,1365,1365,1365,1365,,5000,5000,1.0,3021694564,20260901,18,train,absent
s_last,per_class,all,micro,max_score,11554.395015502929,11269.245403670988,11824.404598664718,1375,1375,1375,1375,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,absent
s_last,per_class,all,micro,top10_mean_score,4322.396618365914,4169.75331890069,4476.973434634067,1375,1375,1375,1375,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,absent
s_last,per_class,all,micro,spatial_entropy,0.0005795539642808646,0.00018924696952502505,0.0011398617291982138,1375,1375,1375,1375,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,absent
s_last,per_class,all,micro,foreground_mass,0.39163653251097513,0.3656110890277929,0.41797975121145126,1375,1375,1375,1375,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,absent
s_last,per_class,all,micro,background_mass,0.5661681992120365,0.5392678340315316,0.5927345539471811,1375,1375,1375,1375,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,absent
s_last,all_rows,all,micro,max_score,2018.4862210486149,1946.2194523241033,2094.439882052282,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,micro,top10_mean_score,1146.552648227255,1108.3613922186723,1185.1256613798914,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,micro,spatial_entropy,0.0026750282539173558,0.0020545786089218466,0.003306064551866632,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,micro,foreground_mass,0.5533125675766722,0.528107174774479,0.5793558898803014,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,micro,background_mass,0.3826303092294802,0.35737951028079196,0.4074661466939223,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,macro_class,max_score,1857.4999588894239,1784.591004564882,1937.1940553605,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,macro_class,top10_mean_score,1035.8281759677157,1001.1392042088801,1071.3389726318478,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,macro_class,spatial_entropy,0.0028499022557204683,0.0022183228324934427,0.0035050796683038054,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,macro_class,foreground_mass,0.5160885869547208,0.4911059951156948,0.541427642927226,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,positive
s_last,all_rows,all,macro_class,background_mass,0.4195092802486191,0.3942618060965966,0.4444207328498243,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,positive
s_last,per_class,all,micro,max_score,1478.461629570855,1364.0893068186442,1594.6948181491427,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,positive
s_last,per_class,all,micro,top10_mean_score,787.3683648752918,710.3614952805979,868.4868940003793,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,positive
s_last,per_class,all,micro,spatial_entropy,0.0008743813958044766,5.563165549811879e-06,0.002568967822380149,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,positive
s_last,per_class,all,micro,foreground_mass,0.33336506415633643,0.24444444378278257,0.43339679569007494,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,positive
s_last,per_class,all,micro,background_mass,0.5666349334064085,0.4666031992083839,0.6666031972546761,90,90,90,90,,5000,5000,1.0,3021694564,20260901,0,aeroplane,positive
s_last,per_class,all,micro,max_score,2269.8887616893912,1985.8473208608507,2623.577518236184,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,positive
s_last,per_class,all,micro,top10_mean_score,1270.9777615136559,1165.8848954269286,1376.0569662840437,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,positive
s_last,per_class,all,micro,spatial_entropy,0.0023187586710477904,0.0002850593422682631,0.005055793610392455,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,positive
s_last,per_class,all,micro,foreground_mass,0.39767704682855365,0.2923701035076334,0.5069157699089146,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,positive
s_last,per_class,all,micro,background_mass,0.35443266241346505,0.2531668393062722,0.4557007677599759,79,79,79,79,,5000,5000,1.0,3021694564,20260901,1,bicycle,positive
s_last,per_class,all,micro,max_score,3068.323092858768,2684.4826196170548,3532.5552625785754,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,positive
s_last,per_class,all,micro,top10_mean_score,1597.9308463077573,1407.4577723710252,1829.772181319768,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,positive
s_last,per_class,all,micro,spatial_entropy,0.0006430554565491946,5.366130922417299e-07,0.0018763028890777394,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,positive
s_last,per_class,all,micro,foreground_mass,0.4354851986598043,0.33980582524271846,0.5325725773005809,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,positive
s_last,per_class,all,micro,background_mass,0.5159711113112667,0.4202917383278249,0.6116504854368932,103,103,103,103,,5000,5000,1.0,3021694564,20260901,2,bird,positive
s_last,per_class,all,micro,max_score,1418.4087291293674,1279.5316333346896,1562.2313939624362,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,positive
s_last,per_class,all,micro,top10_mean_score,824.9881320168585,715.4423328971775,936.4848372994132,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,positive
s_last,per_class,all,micro,spatial_entropy,0.00041296594590914805,3.167373720541503e-05,0.0010154326848026399,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,positive
s_last,per_class,all,micro,foreground_mass,0.513858690857904,0.4027475797467929,0.6249999991929027,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,positive
s_last,per_class,all,micro,background_mass,0.44447464287213023,0.33333333425976336,0.5555857531305972,72,72,72,72,,5000,5000,1.0,3021694564,20260901,3,boat,positive
s_last,per_class,all,micro,max_score,2281.808845837911,1914.0648336251577,2719.972653456529,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,positive
s_last,per_class,all,micro,top10_mean_score,1159.7830605025142,1014.4002405061243,1309.3226366649576,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,positive
s_last,per_class,all,micro,spatial_entropy,0.0015011952171394155,0.00035877623147479126,0.0030680429757992383,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,positive
s_last,per_class,all,micro,foreground_mass,0.5318805174887284,0.42897630680165005,0.6262610218173651,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,positive
s_last,per_class,all,micro,background_mass,0.4056187941677176,0.3118688854871769,0.5097854021315774,96,96,96,96,,5000,5000,1.0,3021694564,20260901,4,bottle,positive
s_last,per_class,all,micro,max_score,1355.4822639259132,1116.5117015529324,1675.7196779508847,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,positive
s_last,per_class,all,micro,top10_mean_score,730.1404079283365,642.1629188952998,848.8516387909527,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,positive
s_last,per_class,all,micro,spatial_entropy,0.0010541948566323085,4.230216661763916e-05,0.0026028733637421583,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,positive
s_last,per_class,all,micro,foreground_mass,0.45942331795993757,0.3378383586905173,0.5675675667621026,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,positive
s_last,per_class,all,micro,background_mass,0.5000361386384513,0.3918916292891309,0.6216208435393669,74,74,74,74,,5000,5000,1.0,3021694564,20260901,5,bus,positive
s_last,per_class,all,micro,max_score,1974.5592399657241,1666.4215889968273,2328.7263651404787,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,positive
s_last,per_class,all,micro,top10_mean_score,1113.6216402454356,977.8510961749978,1255.9575838207131,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,positive
s_last,per_class,all,micro,spatial_entropy,0.0022352675757440045,0.0003514442106504994,0.005042606497208769,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,positive
s_last,per_class,all,micro,foreground_mass,0.4725370388308355,0.38593809470354495,0.5591563137333083,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,positive
s_last,per_class,all,micro,background_mass,0.472359097903709,0.38587055700200573,0.5667024709606125,127,127,127,127,,5000,5000,1.0,3021694564,20260901,6,car,positive
