relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,term
,per_class,all,micro,bg_mean,-45.958813961241226,-128.08138487220464,30.16021204599735,85,85,85,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last
,per_class,all,micro,auc_target_bg,0.7216825847693158,0.6742088458336626,0.766501067769093,68,85,68,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last
,per_class,all,micro,auc_target_other,0.6581175579224712,0.5807202399545027,0.7306200199054708,44,85,44,85,,5000,5000,1.0,3021694564,20260901,15,pottedplant,s_last
,per_class,all,micro,target_mean,-524.2034460124439,-621.6087617383516,-423.36998966496526,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last
,per_class,all,micro,other_fg_mean,-282.22636703563563,-570.4188447762888,-41.34125402409297,5,57,5,57,,5000,4971,0.9942,3021694564,20260901,16,sheep,s_last
,per_class,all,micro,bg_mean,-290.79533428505147,-360.0848232574045,-223.10269389099682,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last
,per_class,all,micro,auc_target_bg,0.35912335252105243,0.30903896623834654,0.41004415487044,57,57,57,57,,5000,5000,1.0,3021694564,20260901,16,sheep,s_last
,per_class,all,micro,auc_target_other,0.44442392821470894,0.15104053473361187,0.8282210401891252,5,57,5,57,,5000,4971,0.9942,3021694564,20260901,16,sheep,s_last
,per_class,all,micro,target_mean,265.1452330167806,185.20664424268045,342.3268911254543,88,90,88,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last
,per_class,all,micro,other_fg_mean,-1.403280293272391,-169.16333177468695,130.55104569250665,63,90,63,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last
,per_class,all,micro,bg_mean,96.64043866635689,28.829328104144366,163.58758513559985,85,90,85,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last
,per_class,all,micro,auc_target_bg,0.6050915698420527,0.5574544008528349,0.6506526828851197,83,90,83,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last
,per_class,all,micro,auc_target_other,0.5695844967113409,0.496456905913572,0.6392933414050426,61,90,61,90,,5000,5000,1.0,3021694564,20260901,17,sofa,s_last
,per_class,all,micro,target_mean,-232.59510176239488,-309.67712756241343,-156.55752919180824,84,84,84,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last
,per_class,all,micro,other_fg_mean,-516.7402022534376,-962.1535634428014,-166.25070941465253,10,84,10,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last
,per_class,all,micro,bg_mean,-207.26958050009148,-284.182755959491,-131.75002479532137,83,84,83,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last
,per_class,all,micro,auc_target_bg,0.4413130559102273,0.411808157197262,0.47179418462732453,83,84,83,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last
,per_class,all,micro,auc_target_other,0.5125708622300477,0.3517975304955124,0.6892130546586274,10,84,10,84,,5000,5000,1.0,3021694564,20260901,18,train,s_last
,per_class,all,micro,target_mean,871.504865637941,741.4579761142501,1005.7057862757309,67,74,67,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last
,per_class,all,micro,other_fg_mean,-114.0054604944754,-241.67211411845824,6.0560966088926,37,74,37,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last
,per_class,all,micro,bg_mean,72.99096101537245,-12.688181893698074,149.75189387876554,73,74,73,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last
,per_class,all,micro,auc_target_bg,0.7548516588085387,0.7175019894496764,0.7908412356862582,66,74,66,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last
,per_class,all,micro,auc_target_other,0.7287048394239096,0.6323475146718841,0.8210446949915389,31,74,31,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last
,all_rows,all,micro,target_mean,-57.792885560601796,-68.01419650862623,-47.951220432453745,1441,1449,2031,2147,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,micro,other_fg_mean,18.89955953636605,6.2466012674545475,32.544190842525424,520,1449,1158,2147,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,micro,bg_mean,-6.919134270735413,-13.52754848216182,-0.7031711086669068,1432,1449,2120,2147,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,micro,auc_target_bg,0.44899813689193774,0.43846478448899756,0.4592812823391262,1424,1449,2004,2147,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,micro,auc_target_other,0.428319355640303,0.4168093942235223,0.44006936335389557,462,1449,1052,2147,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,macro_class,target_mean,-52.78836656450788,-63.58070521626821,-42.83197888092765,1441,1449,2031,2147,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,macro_class,other_fg_mean,50.82382926269679,28.233877879398758,73.7866758149415,520,1449,1158,2147,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,macro_class,bg_mean,-3.015230127334744,-9.911939295530091,3.7746240228249257,1432,1449,2120,2147,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,macro_class,auc_target_bg,0.4414188568410344,0.4321662069453838,0.4505913301846318,1424,1449,2004,2147,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,all,macro_class,auc_target_other,0.3714656583186992,0.344486130632929,0.3995624610417994,462,1449,1052,2147,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,micro,target_mean,-42.82732856772763,-52.85507522231702,-33.23781895482087,921,927,921,927,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,micro,bg_mean,16.661408755707427,9.99559083571325,23.285123904337045,918,927,918,927,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,micro,auc_target_bg,0.44020823428717837,0.42506366973507015,0.45551225342834345,912,927,912,927,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,macro_class,target_mean,-46.68575146373739,-54.84058518155308,-38.997323168531786,921,927,921,927,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,macro_class,bg_mean,3.641407403821958,-2.108334929999082,9.718747696547947,918,927,918,927,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,single_label,macro_class,auc_target_bg,0.435309853283556,0.4209419048881505,0.449615869401174,912,927,912,927,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,micro,target_mean,-66.67066450843807,-86.22656181551645,-48.937741603717946,373,375,695,750,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,micro,other_fg_mean,8.811234210682263,-8.425418518216684,27.059473879014924,373,375,695,750,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,micro,bg_mean,-28.328448765762616,-43.324431506278394,-15.311544321684657,369,375,738,750,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,micro,auc_target_bg,0.4569030330019324,0.4392831305904061,0.4752883785711743,367,375,683,750,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,micro,auc_target_other,0.43710255604951165,0.4224138113762425,0.4509533790850235,322,375,644,750,,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,macro_class,target_mean,-85.82737376150477,-169.86986620700327,-37.41909313268425,373,375,695,750,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,macro_class,other_fg_mean,38.43017047246902,10.665497817322596,63.96425338900905,373,375,695,750,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,macro_class,bg_mean,-17.999437211537398,-33.30031600665941,-4.17668457809884,369,375,738,750,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,macro_class,auc_target_bg,0.4417207690515005,0.4197193974383683,0.4618592000725091,367,375,683,750,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
,all_rows,exactly_2_labels,macro_class,auc_target_other,0.36306385542274466,0.33484816581819427,0.3917599554416107,322,375,644,750,20,5000,5000,1.0,3021694564,20260901,,,s_negmag
