graph,lambda,score,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_top05_fraction,0.32074178940921444,0.29518566103119126,0.3468600204850179,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,other_fg_top05_fraction,0.0,0.0,0.0,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_top05_fraction,0.6788125004891268,0.652682221508269,0.7043917783867694,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_tail_enrich_05,0.7992495878336796,0.7690794469026973,0.8291995277850527,921,927,921,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_tail_enrich_05,1.050399080937776,1.029557269427327,1.0776210535731567,918,927,918,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_top10_fraction,0.3215151416675283,0.2959910175412644,0.3481434173055181,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,other_fg_top10_fraction,0.0,0.0,0.0,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_top10_fraction,0.6779671170294101,0.6512770166598698,0.7035510746165408,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_tail_enrich_10,0.806328373910816,0.7810874841356317,0.8310425422236793,921,927,921,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_tail_enrich_10,1.0353033572380483,1.0226773764306605,1.048976834002434,918,927,918,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_top20_fraction,0.3206067285751374,0.2957778178428535,0.34692575204784404,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,other_fg_top20_fraction,0.0,0.0,0.0,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_top20_fraction,0.6789668955621841,0.6527365625962401,0.703821795338811,927,927,927,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_tail_enrich_20,0.8026812379495378,0.7812329294196403,0.8233529186972216,921,927,921,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_tail_enrich_20,1.043289041916003,1.0299703150377384,1.0618492023564057,918,927,918,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,auc_target_bg,0.42009693031234646,0.4122738236612198,0.4276423317143267,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,ap_target_bg,0.3267735434210688,0.3047843752369721,0.35435896598136485,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_mean,0.4828557135249322,0.47748891736751725,0.4878034121220063,921,927,921,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_mean,0.5381681968375732,0.5363231995704677,0.5402107774619301,918,927,918,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,target_median,0.4425807926894801,0.4366739822271963,0.4481365679137295,921,927,921,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,single_label,macro_class,bg_median,0.511152100142341,0.5083650978357515,0.5149165475782886,918,927,918,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,stability,all_positive_classes,exactly_2_labels,micro,target_hit,0.16533333333333333,0.14133333333333334,0.19066666666666668,375,375,750,750,,5000,5000,1.0,3021694564,20260901
