graph,lambda,region,location,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B2_feature,1.0,other_fg,interior,all_positive_classes,all,micro,mean_stability,0.5231917162511658,0.5171809300493478,0.5289740053588498,513,1449,1059,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,micro,median_stability,0.49827920647937807,0.4916949999409273,0.5045595715842732,513,1449,1059,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,micro,q25_stability,0.37531198616244243,0.3698832976724585,0.380848321737364,513,1449,1059,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,micro,q75_stability,0.6571493311886296,0.6493517963973651,0.6645860682422705,513,1449,1059,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,macro_class,mean_stability,0.5081482595823836,0.49575978391999137,0.5202562397585927,513,1449,1059,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,macro_class,median_stability,0.48360942741260055,0.4706702231382834,0.4966173275189602,513,1449,1059,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,macro_class,q25_stability,0.36486791047396927,0.35514757044753015,0.37510913997730366,513,1449,1059,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,all,macro_class,q75_stability,0.6357540205187325,0.6195707311944345,0.6516423189697439,513,1449,1059,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,micro,mean_stability,0.517770830902123,0.5091605379541851,0.5257896583142515,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,micro,median_stability,0.4925490530465192,0.48349694918644365,0.5012423741859969,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,micro,q25_stability,0.37472991445745396,0.3669460293783308,0.3822607570161697,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,micro,q75_stability,0.6482013500075999,0.6370518167664935,0.6587210602024389,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,macro_class,mean_stability,0.5058640184543309,0.49116447606619623,0.519309502973777,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,macro_class,median_stability,0.4813637649894205,0.4658933488184999,0.49589787165960514,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,macro_class,q25_stability,0.36541545640178236,0.35363153607719505,0.37722940904729807,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,exactly_2_labels,macro_class,q75_stability,0.631594615454947,0.6130901183243447,0.648740100415217,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,micro,mean_stability,0.5307003750116642,0.5234834113228705,0.5379626389181186,147,147,444,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,micro,median_stability,0.5062162433289461,0.4978021653866625,0.5145744710116162,147,147,444,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,micro,q25_stability,0.37611823413219003,0.36902847229127844,0.3834211686224183,147,147,444,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,micro,q75_stability,0.6695434943110019,0.6591029521519922,0.6792878287338864,147,147,444,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,macro_class,mean_stability,0.5253318886626476,0.5143909821123218,0.5361758592736939,147,147,444,470,18,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,macro_class,median_stability,0.49951701518450126,0.48606155926643685,0.5128534992363333,147,147,444,470,18,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,macro_class,q25_stability,0.3714274606989465,0.362367106973922,0.38147391285023613,147,147,444,470,18,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,all_positive_classes,3plus_labels,macro_class,q75_stability,0.6615941795481297,0.6449222391238685,0.677262805508411,147,147,444,470,18,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.3529030500397999,0.20182161677179725,0.5095565298013389,7,90,7,90,,5000,4998,0.9996,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.34138843789696693,0.18976976459047626,0.5016727728928839,7,90,7,90,,5000,4998,0.9996,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.2794269597423928,0.16960298073078905,0.4033616711571811,7,90,7,90,,5000,4998,0.9996,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.41920783051422666,0.23087659137589592,0.6144123596604913,7,90,7,90,,5000,4998,0.9996,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5188516844966634,0.4945210874743226,0.542327528494403,42,79,42,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.4907377646082923,0.46161014390262695,0.5191156989310614,42,79,42,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.36831042880103704,0.3429038607511963,0.3971302583826052,42,79,42,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6584277135275659,0.626552262950031,0.6875955333364637,42,79,42,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5280774811478856,0.5064760599015108,0.5462256811318886,8,103,8,103,,5000,4999,0.9998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.4998884219676256,0.470506457594179,0.5241398839812194,8,103,8,103,,5000,4999,0.9998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.36855702567845583,0.3403900333773345,0.3955675705114291,8,103,8,103,,5000,4999,0.9998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6793216932564974,0.647851437330246,0.7022384798857901,8,103,8,103,,5000,4999,0.9998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5286181615175501,0.46175530265916037,0.5756140235763328,7,72,7,72,,5000,4996,0.9992,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.49978539986269815,0.4239346543326974,0.5595792799833275,7,72,7,72,,5000,4996,0.9992,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3876514621078968,0.3194683603942394,0.4454336557537317,7,72,7,72,,5000,4996,0.9992,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6543868258595467,0.5853023901581764,0.709975669812411,7,72,7,72,,5000,4996,0.9992,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5470373330703311,0.5321660401120342,0.5602310580024765,60,96,60,96,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5230170021454493,0.5082802112648884,0.5363319897286758,60,96,60,96,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3888893244167169,0.37636577132702126,0.40200469898475155,60,96,60,96,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6942068623999754,0.674234933281095,0.7116012407910939,60,96,60,96,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.45196176884740114,0.37745809560970595,0.5233727874218269,19,74,19,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.4348038583993912,0.36471652645421654,0.5034889154601843,19,74,19,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.34055555337353755,0.2820489843806717,0.4041463583973901,19,74,19,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.5501502605253145,0.4531879125435004,0.6410716617578697,19,74,19,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5312555314156667,0.5094634484202893,0.551037755738396,72,127,72,127,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.50938379805949,0.4843529964591582,0.5323914076240364,72,127,72,127,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.37929417736207444,0.35872358165542856,0.40029588729647936,72,127,72,127,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.67070884619736,0.6420939211495988,0.696524555635391,72,127,72,127,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5437602023019886,0.5199800071906249,0.5694023699837616,30,119,30,119,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5216786488890648,0.4930101105130263,0.553212172260258,30,119,30,119,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.39655470723907155,0.3677145595447944,0.4329508178549922,30,119,30,119,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6745429394145807,0.6473269716332165,0.6992179054808803,30,119,30,119,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5345622328293395,0.5225593382043678,0.5472508325618175,104,123,104,123,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5057193609670951,0.49106687478152705,0.5204508688604096,104,123,104,123,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3788457123849254,0.3659402072700642,0.39274670937515255,104,123,104,123,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6772940870947562,0.6622798279900518,0.6927679681823339,104,123,104,123,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.524576929190509,0.4897786082433303,0.5544646824569628,13,71,13,71,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5046566759164517,0.4669087713802016,0.5370052784974828,13,71,13,71,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.37965197832538533,0.34828239197635813,0.4073863357780957,13,71,13,71,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6576928141025397,0.5978283022187258,0.7061323511199309,13,71,13,71,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5337364952435132,0.5208482703283767,0.5458512930058348,70,75,70,75,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5092557104570525,0.4942375267737768,0.5236582439032056,70,75,70,75,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3777130444667169,0.3656432027989745,0.3894531212550339,70,75,70,75,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6751116693019867,0.6549181397062247,0.694151253936404,70,75,70,75,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5269291051751382,0.5024708729257894,0.5502871582254381,42,128,42,128,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.49856719019867124,0.46959426895482465,0.5270296497363597,42,128,42,128,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3719407637559232,0.3493973807224797,0.3943706677222595,42,128,42,128,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6698869250359989,0.6384464910240153,0.6990163067165199,42,128,42,128,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.3867415954467456,0.3385564955715241,0.43155231608538985,31,79,31,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.3503817317466582,0.30096680490672584,0.39726146566050663,31,79,31,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.27130391701094564,0.23730788743729947,0.3062540306251101,31,79,31,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.4654989872247942,0.3992568041039631,0.5285425400942516,31,79,31,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.49383618516833133,0.47267184291071895,0.5139996156257022,49,76,49,76,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.47010611773145444,0.4469570764748205,0.49288153200855583,49,76,49,76,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.34664708915717746,0.3274324235870418,0.3656722590118572,49,76,49,76,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6186336370907268,0.5852857353547471,0.649897542829441,49,76,49,76,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5268993262606906,0.516198443643434,0.5376183709000756,347,445,347,445,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5033637664417712,0.4915703700345632,0.5148804636509082,347,445,347,445,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.382415254785537,0.3729579511954358,0.392007634175717,347,445,347,445,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6602591915480169,0.6454066348019998,0.6743841841058175,347,445,347,445,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5622421334647205,0.5464208012441953,0.5783408158766236,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5421695322321173,0.5215579010541032,0.563133011435469,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.4084398572643598,0.3899460985455662,0.428473624575834,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.7032138713096318,0.6855340819042887,0.7201284735872924,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5513855277560558,0.5385587461215934,0.5773993115556442,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5409785397350788,0.5125646591186523,0.5719599723815918,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.38820604979991913,0.3652317523956299,0.4059585630893707,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6918868273496628,0.6515123397111893,0.735456570982933,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5076391746895222,0.48288655373747713,0.5307945758168522,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.47487426988248316,0.44670591320079805,0.5025944606631975,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3534281896427274,0.3334565905080066,0.3727892054468393,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6417069936038128,0.6047006818254947,0.6746650038836172,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.45264619626154445,0.297433280838914,0.5636214662700738,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.4157557711005211,0.2626603841781616,0.551803469657898,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3204059886435668,0.21533366665244102,0.4029029216617346,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.558261401951313,0.35120946867125374,0.7151663800080618,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5593050773242751,0.5307491706313298,0.5932169131069392,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5356765500136784,0.5026400301204518,0.5742857814212574,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.4091207255210195,0.376555081949654,0.45188963552590905,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6946810330663409,0.6655631277203519,0.7245954494363641,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,micro,mean_stability,0.4377223195697249,0.4335796218747936,0.4418909476726617,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,micro,median_stability,0.39344343506832014,0.3891196171954627,0.39793967312268624,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,micro,q25_stability,0.29207482644417154,0.2887293189554148,0.29551288418514204,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,micro,q75_stability,0.549362734167061,0.5436472261755549,0.5551075420256619,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,macro_class,mean_stability,0.44487636762322,0.4407978514248633,0.4490037133312714,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,macro_class,median_stability,0.40204094807836566,0.3976531115217051,0.4064097075887421,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,macro_class,q25_stability,0.2987216485293623,0.29534351711645296,0.3021568338912732,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,all,macro_class,q75_stability,0.5582391275653973,0.5523430424271876,0.5640599913614128,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,micro,mean_stability,0.4637550512092894,0.45894339168993786,0.46854301451348285,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,micro,median_stability,0.4198571725609598,0.4143657733509363,0.42530418977215095,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,micro,q25_stability,0.3139526872556624,0.3096624654950838,0.3182124621560345,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,micro,q75_stability,0.5815835708115054,0.5747186973809141,0.5883947473220488,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,macro_class,mean_stability,0.46312146704095564,0.45776048290851223,0.4682680373549466,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,macro_class,median_stability,0.4182704270120864,0.4124231731318165,0.424168487765992,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,macro_class,q25_stability,0.3119668444479477,0.3070820387971507,0.3166897496476783,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,single_label,macro_class,q75_stability,0.5834088013374867,0.5749422454622108,0.5915878812158506,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,mean_stability,0.42027141329085804,0.4134766184146863,0.4270175860219396,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,median_stability,0.3755927666060906,0.3684707862941883,0.38274386114795533,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,q25_stability,0.27592153127791,0.2705625147264427,0.2813619060425215,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,q75_stability,0.5297340863647331,0.5200896975346845,0.5394716498390003,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,mean_stability,0.43893682196112105,0.42894969345206135,0.448269577928294,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,median_stability,0.3982745924020014,0.387467644670142,0.4089364161995419,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,q25_stability,0.2936558776475321,0.28440478602542046,0.3020157953017902,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,q75_stability,0.5520630241928906,0.5385359745473792,0.5650095045448063,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,micro,mean_stability,0.409696000779965,0.3983547697125711,0.420497349010092,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,micro,median_stability,0.36524833945265733,0.3535580519434034,0.37628754246729207,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,micro,q25_stability,0.2710092307461134,0.26213954128186556,0.27968287740508324,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,micro,q75_stability,0.5113793089985847,0.49561406277960446,0.5259854661570399,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,mean_stability,0.40564188890408587,0.3913147165005877,0.4255530396439624,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,median_stability,0.36193508603252544,0.3458899340933745,0.3846675325913786,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,q25_stability,0.2691038441770858,0.2573372943283098,0.28607642833309316,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,q75_stability,0.50202464717898,0.48178061865676575,0.5314987245100926,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,mean_stability,0.4509336454766141,0.4344476674544688,0.46572341067490075,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,median_stability,0.4068525745265785,0.3893136863737825,0.4234094821542564,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q25_stability,0.3084630090101012,0.29579446089770556,0.3208592096312244,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q75_stability,0.5629538104537575,0.5395375905680265,0.5845557030763252,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,mean_stability,0.45950124879088966,0.44246695701351213,0.47664080135530873,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,median_stability,0.41694478365317195,0.39859272203328217,0.43609805061138146,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q25_stability,0.31716614132615883,0.30229270059603003,0.3336036436201972,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q75_stability,0.582017968080833,0.5567820384029049,0.6077194279318764,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,mean_stability,0.5041398333169892,0.48833269274586694,0.5192890609727012,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,median_stability,0.4690455278061857,0.4502895089748005,0.48720459032873836,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q25_stability,0.3568721090753873,0.34209003495173484,0.37164863318039965,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q75_stability,0.6224092933716197,0.6007362084984059,0.6431208486111492,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,mean_stability,0.43216809577080645,0.4094530604394848,0.45572375177169483,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,median_stability,0.3916189834691476,0.3655299887123415,0.4181745749020116,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q25_stability,0.29403372092739394,0.27374162709872635,0.3171819785446859,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,q75_stability,0.5329344970160637,0.5002325646644054,0.5648448468548213,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B2_feature,1.0,target,boundary,per_class,all,micro,mean_stability,0.3721649156888584,0.34907959829666013,0.39480320835586785,84,96,84,96,,5000,5000,1.0,3021694564,20260901
