graph,lambda,region,location,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed
B1_spatial,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5365365856049353,0.5168531848503084,0.5567175824541212,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.407964096518985,0.3903127278751567,0.42643342369040055,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6955775955789968,0.6778043037744275,0.7130185123820576,57,85,57,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5517910346919156,0.5443487559089956,0.567029468967753,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,median_stability,0.5298942662775517,0.47895558178424835,0.5683735013008118,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3816283382475376,0.3684442862868309,0.3917073830962181,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6821735203266144,0.6589990556240082,0.7010378241539001,4,57,4,57,,5000,4927,0.9854,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.5072415755006665,0.4820130879169409,0.5306276868835946,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,median_stability,0.4769543795181172,0.44771383124969755,0.5046023006793301,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.3544535110704601,0.333899730404899,0.3743961636147713,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6364722036357436,0.5995028301065017,0.6690574490079848,56,90,56,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.4513234831184021,0.2984076284954691,0.5590450535494047,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,median_stability,0.41508589188257855,0.2639012087136507,0.5415605083107948,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.31304721410075825,0.21463057212531567,0.39025083370506763,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.5427343472838402,0.3390716642141342,0.7045828998088837,6,84,6,84,,5000,4990,0.998,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,mean_stability,0.556258167820126,0.531622053082828,0.5835026611822864,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,median_stability,0.530997867669378,0.5022936962329315,0.5624250160922345,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q25_stability,0.4047601216605731,0.3765296616052677,0.4394102689734585,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,other_fg,interior,per_class,all,micro,q75_stability,0.6939401396683285,0.6686333289129313,0.7179167488941826,35,74,35,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,micro,mean_stability,0.43356641934077234,0.4294966782127889,0.4377475444903282,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,micro,median_stability,0.3886345714848638,0.3843144159022264,0.39305241017444675,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,micro,q25_stability,0.2874089608785504,0.28409605567108415,0.2907713802789766,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,micro,q75_stability,0.5446663366382751,0.5389361551865814,0.5506215224854342,1432,1449,2021,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,macro_class,mean_stability,0.44162001932430706,0.43759397347851586,0.44569016860441124,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,macro_class,median_stability,0.3980058382991042,0.3936150820228097,0.40236496237166075,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,macro_class,q25_stability,0.2948569159766229,0.2915898832641243,0.29817117760323236,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,all,macro_class,q75_stability,0.5545040670606948,0.5485261695634772,0.5603355896700534,1432,1449,2021,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,micro,mean_stability,0.46213651552563223,0.4572689086119367,0.46697940985315345,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,micro,median_stability,0.4181824062558773,0.41269424877671534,0.42372477519624974,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,micro,q25_stability,0.3114095679708969,0.30704267637752947,0.31568738298514254,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,micro,q75_stability,0.5800886559871989,0.5730474980729312,0.5871107662786103,912,927,912,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,macro_class,mean_stability,0.46090753910952503,0.4555319672405976,0.46605373161942915,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,macro_class,median_stability,0.41551506897746543,0.40961742766704096,0.42135698609950667,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,macro_class,q25_stability,0.3087534280030764,0.30375626595823146,0.3135146636659274,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,single_label,macro_class,q75_stability,0.5808421469486221,0.5726405781478071,0.5888064183646876,912,927,912,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,mean_stability,0.4148374838523654,0.40812118253682317,0.4215298202476615,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,median_stability,0.3681024130143934,0.3613416949443883,0.37517892073621684,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,q25_stability,0.2701300072352206,0.26485481936748756,0.275551486202012,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,micro,q75_stability,0.5226417932959987,0.5128295488795266,0.5324027668934408,373,375,694,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,mean_stability,0.43405348617606443,0.4247332458235745,0.44244880978331513,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,median_stability,0.3892338634009386,0.38037300719557987,0.3973772047987272,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,q25_stability,0.2887876475714749,0.2801373796004094,0.2963319608606316,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,exactly_2_labels,macro_class,q75_stability,0.5462589319190788,0.5336514285191297,0.5582402594823062,373,375,694,750,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,micro,mean_stability,0.4021012470717638,0.39099963499266405,0.4126286248810825,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,micro,median_stability,0.3580362405627966,0.3466951425969206,0.3687096937668498,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,micro,q25_stability,0.26356086487915503,0.2552008261100532,0.27154178587541855,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,micro,q75_stability,0.5036539940679647,0.48808224808053424,0.5181925436581759,147,147,415,470,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,mean_stability,0.39812559432155875,0.38383086563007013,0.4183523970262761,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,median_stability,0.3559971740331861,0.3391952044426722,0.3804014392198272,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,q25_stability,0.2625777026396441,0.25082530602018377,0.278879997979182,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,all_positive_classes,3plus_labels,macro_class,q75_stability,0.4933230238156813,0.47297924723133805,0.5229310690713399,147,147,415,470,19,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.45398851509945776,0.4376135996432478,0.46886139044497094,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4111893824462233,0.3938152094956401,0.42779312278328424,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.3114038071241872,0.2984683385759811,0.32380800660349973,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5651875587458584,0.5420373788963846,0.5867913470780529,87,90,87,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4550103731282133,0.43946520384155374,0.4706448350293778,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4130850995720272,0.3955470921543412,0.4311361386463861,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.31127063804109334,0.29753607448487396,0.32624135486658656,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5693319630350026,0.5444276012872145,0.5946010258349573,71,79,71,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.505295004922969,0.489180257908642,0.5207962016273059,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.46906918212018833,0.45053409197731037,0.48739737344322887,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.3557180982421745,0.3408789486360866,0.3700017858081044,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.6244816549799659,0.6018294669839087,0.6461913544766696,99,103,99,103,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.42993430122098636,0.40890094574663943,0.4509445114947383,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.3900764545668726,0.36527982817372057,0.4152555405570662,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2898052105869072,0.2717356723655159,0.3088889088317414,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5317647278956745,0.500914763024609,0.5619459865539742,69,72,69,72,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.36525678541581397,0.3417155164387426,0.38773174779246306,84,96,84,96,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.31983194101069656,0.2969672111709539,0.3425888488626559,84,96,84,96,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.24828078309517532,0.2300601708151856,0.2659403234089223,84,96,84,96,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.4477377382240125,0.4161558944074299,0.4787619076765857,84,96,84,96,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4734252407954171,0.459792327324975,0.4860380722266751,73,74,73,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4244936638294834,0.40894432348645277,0.4392369369846575,73,74,73,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.31419650883707284,0.30074992691248503,0.3271522518477007,73,74,73,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5963839960016616,0.5746464044252884,0.616883298428995,73,74,73,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.39961032362213933,0.37855510043900736,0.41962000175183195,113,127,113,127,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.356477187699185,0.33486913970878296,0.37779849332653326,113,127,113,127,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2661829168817638,0.24931813764015073,0.28242133354777277,113,127,113,127,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.4928488503581127,0.46287281600512586,0.5219783175928091,113,127,113,127,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4486537934446232,0.4359893156164873,0.46048790573355447,117,119,117,119,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.40177690046720016,0.38765947818429325,0.4158915408729118,117,119,117,119,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.3042892320161192,0.2928066889758447,0.31593006956112435,117,119,117,119,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5582855410364449,0.5399295579629013,0.5755599568504881,117,119,117,119,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4299383780796514,0.4130496944474463,0.44623238706244567,112,123,112,123,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.38598738165040103,0.36876535161538754,0.4023369527987878,112,123,112,123,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2839845513392772,0.2714559066442675,0.2962930406629485,112,123,112,123,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5425219993173543,0.518627315338879,0.5665612213525987,112,123,112,123,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4439779098718433,0.42427845859598307,0.46303615095627826,71,71,71,71,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4044389032142263,0.38256963206796163,0.4256273980318031,71,71,71,71,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.28149204024336705,0.2655725784311202,0.29744437049916933,71,71,71,71,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5645624323629997,0.5373402881842684,0.5911955642763158,71,71,71,71,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.46763586923421435,0.4504074195382577,0.48482375578964354,72,75,72,75,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4292341218226486,0.40753783285448925,0.45075874849055575,72,75,72,75,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.3100505595923298,0.29573364900793364,0.32473554810524247,72,75,72,75,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5926709529012442,0.5672378654776727,0.6177407958096157,72,75,72,75,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4253771711125411,0.41312249283256375,0.4379507896220836,126,128,126,128,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.37540189046708367,0.3614617946521667,0.39010813831092106,126,128,126,128,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2718320884520099,0.2615969926048661,0.28240107278059284,126,128,126,128,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5405128176013628,0.5227979202038063,0.5584676435344986,126,128,126,128,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4706716862291129,0.4597821461639403,0.48131192345580065,77,79,77,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4244613688100468,0.41137228579198826,0.43704894479664624,77,79,77,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.31467402973151826,0.3041353315899247,0.3250656151944983,77,79,77,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5950526892171277,0.5772101261627542,0.6115639954696518,77,79,77,79,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.44688074123698895,0.4298282729061113,0.4623822246089875,75,76,75,76,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.40278075486421583,0.3858853507985672,0.4192778004737789,75,76,75,76,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2898231407503287,0.27763130312164624,0.3019091489750979,75,76,75,76,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5654353547592957,0.5411804569664227,0.587981211309844,75,76,75,76,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.3946634032023749,0.3844492212239008,0.4044641507303914,412,445,412,445,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.34401642888766326,0.33356295838108113,0.3544173022662567,412,445,412,445,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2506772940955803,0.24286162498846128,0.2587037167803753,412,445,412,445,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.49849887320645225,0.48403699833618125,0.5123728172541718,412,445,412,445,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4008277213816087,0.3748876585235581,0.42594333970331455,68,85,68,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.36213891054777536,0.33603110041308065,0.38798949272035976,68,85,68,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2718777767766048,0.2532678455203127,0.29087821959211213,68,85,68,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.4991039037704468,0.4627354445617434,0.5344245078252511,68,85,68,85,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4390943066884627,0.41785952119108216,0.45837477469840243,57,57,57,57,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.3921308584119144,0.36991490957964407,0.4130327216235169,57,57,57,57,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2871117163122746,0.2702214701427964,0.30379584691274847,57,57,57,57,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5576645183589375,0.5269377096392738,0.5850387504209944,57,57,57,57,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.4508059138719094,0.4352309958976382,0.4660817803939454,88,90,88,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.4042487815869125,0.3870591189340643,0.4215111815175691,88,90,88,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2941780866504731,0.28090985182444905,0.30742526866769676,88,90,88,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.5777621684087948,0.5543996332987641,0.6015071504001874,88,90,88,90,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.5071356551772703,0.4945446779492946,0.5191303355151969,84,84,84,84,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.46943752307976994,0.4547470776541602,0.48414135657783064,84,84,84,84,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.35354692542127203,0.3418698729636768,0.36521522205855167,84,84,84,84,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.6369646113543284,0.6182821834482075,0.6549436954337926,84,84,84,84,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,mean_stability,0.42421729275054276,0.4038564575575852,0.4437839149442321,66,74,66,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,median_stability,0.3798400309275497,0.35809820363061945,0.4008483782930694,66,74,66,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q25_stability,0.2867429153429288,0.2690778560340533,0.3038952836418608,66,74,66,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,boundary,per_class,all,micro,q75_stability,0.53330898967882,0.5051072492670342,0.5612499682911701,66,74,66,74,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,micro,mean_stability,0.4636722251459295,0.45880104501143804,0.46853957622584663,1399,1449,1850,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,micro,median_stability,0.42837086314687856,0.4231645596686877,0.4335533951679877,1399,1449,1850,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,micro,q25_stability,0.3181545203088506,0.31426150303710226,0.32211015367145657,1399,1449,1850,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,micro,q75_stability,0.5835542379661992,0.5768517679634472,0.5903040140246459,1399,1449,1850,2147,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,macro_class,mean_stability,0.46793223308957943,0.4627703575791149,0.4730142870999944,1399,1449,1850,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,macro_class,median_stability,0.4331343685607639,0.42772074844662783,0.4383859566760142,1399,1449,1850,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,macro_class,q25_stability,0.32276674842617975,0.31870690271880286,0.3267644263727565,1399,1449,1850,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,all,macro_class,q75_stability,0.5887285800778516,0.5814246165128012,0.5957032341532603,1399,1449,1850,2147,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,micro,mean_stability,0.49655414157821287,0.4908322030505868,0.5019482756311182,886,927,886,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,micro,median_stability,0.46459767766902327,0.45844215790958454,0.47062862502121255,886,927,886,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,micro,q25_stability,0.34508461210010555,0.34052191808140087,0.3495900445241411,886,927,886,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,micro,q75_stability,0.6266954082966221,0.6186712759835833,0.6343793557088785,886,927,886,927,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,macro_class,mean_stability,0.490094129782897,0.48313773876381927,0.4962941037643665,886,927,886,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,macro_class,median_stability,0.45652261617662554,0.44914738646492064,0.4632123166642815,886,927,886,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,macro_class,q25_stability,0.3391839736293602,0.33348771600879706,0.34425420995042444,886,927,886,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,single_label,macro_class,q75_stability,0.6185468118649712,0.6088796399482898,0.6272113001505659,886,927,886,927,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,micro,mean_stability,0.4488530128065974,0.44072602044128295,0.45649198602454427,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,micro,median_stability,0.4102649070140792,0.4019906271951616,0.4183940446357257,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,micro,q25_stability,0.3050554317974947,0.2983307254590985,0.31173279889985084,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,micro,q75_stability,0.5635934796941474,0.5525433017036495,0.5743020757022015,366,375,615,750,,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,macro_class,mean_stability,0.45747862661566757,0.44424050543168814,0.46989422524017127,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
B1_spatial,1.0,target,interior,all_positive_classes,exactly_2_labels,macro_class,median_stability,0.4214245073615149,0.4073681567981156,0.4348982854358892,366,375,615,750,20,5000,5000,1.0,3021694564,20260901
