section,transform,kind,metric,count,finite_count,mean,std,median,q05,q95,min,max
official_last_logit_sensitivity,identity,identity,logit_cosine,1449,1449,1.0,1.388851786018841e-16,1.0,0.9999999999999998,1.0000000000000002,0.9999999999999998,1.0000000000000002
official_last_logit_sensitivity,identity,identity,logit_l1,1449,1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official_last_logit_sensitivity,identity,identity,logit_l1_mean,1449,1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official_last_logit_sensitivity,identity,identity,logit_l2,1449,1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official_last_logit_sensitivity,identity,identity,top1_agreement,1449,1449,1.0,0.0,1.0,1.0,1.0,1.0,1.0
official_last_logit_sensitivity,identity,identity,top5_overlap_fraction,1449,1449,1.0,0.0,1.0,1.0,1.0,1.0,1.0
official_last_logit_sensitivity,identity,identity,top5_exact_set_agreement,1449,1449,1.0,0.0,1.0,1.0,1.0,1.0,1.0
official_last_logit_sensitivity,permutation,permutation,logit_cosine,1449,1449,0.9834803142561948,0.014336444073339262,0.9868338172722991,0.9662355203664749,0.992135091793099,0.7972938986597496,0.9959349121760378
official_last_logit_sensitivity,permutation,permutation,logit_l1,1449,1449,930.5337797265768,329.5196595420731,875.9425782142207,502.62120095063,1558.0446651972827,384.1697119381279,2247.40263108816
official_last_logit_sensitivity,permutation,permutation,logit_l1_mean,1449,1449,0.9305337797265767,0.3295196595420731,0.8759425782142207,0.50262120095063,1.5580446651972828,0.3841697119381279,2.24740263108816
official_last_logit_sensitivity,permutation,permutation,logit_l2,1449,1449,33.96440082360818,10.574323827908824,32.536287147760305,19.784500222910232,54.131428095082605,15.054409201705802,75.91705128232965
official_last_logit_sensitivity,permutation,permutation,top1_agreement,1449,1449,0.7922705314009661,0.40582212269725354,1.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,permutation,permutation,top5_overlap_fraction,1449,1449,0.8138026224982747,0.1641232094069755,0.8,0.6,1.0,0.2,1.0
official_last_logit_sensitivity,permutation,permutation,top5_exact_set_agreement,1449,1449,0.32574189095928224,0.46881317435598674,0.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,signed_permutation,signed_permutation,logit_cosine,1449,1449,-0.24619827169892605,0.33889399728792086,-0.31189616793666114,-0.679951888603877,0.42499932794148215,-0.8103106809554335,0.8477763156957957
official_last_logit_sensitivity,signed_permutation,signed_permutation,logit_l1,1449,1449,4735.471139744898,599.9231317995767,4733.815454973374,3787.129530590633,5748.92082293257,3029.988137714565,6775.783755928278
official_last_logit_sensitivity,signed_permutation,signed_permutation,logit_l1_mean,1449,1449,4.735471139744898,0.5999231317995767,4.7338154549733735,3.787129530590633,5.748920822932571,3.029988137714565,6.775783755928278
official_last_logit_sensitivity,signed_permutation,signed_permutation,logit_l2,1449,1449,152.56335380549044,19.15127915033806,152.3277053567095,122.10635678812253,184.92599392962694,97.84094906628387,218.17768896225968
official_last_logit_sensitivity,signed_permutation,signed_permutation,top1_agreement,1449,1449,0.6922015182884748,0.46174204515986134,1.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,signed_permutation,signed_permutation,top5_overlap_fraction,1449,1449,0.7242236024844722,0.20389804819026022,0.8,0.4,1.0,0.0,1.0
official_last_logit_sensitivity,signed_permutation,signed_permutation,top5_exact_set_agreement,1449,1449,0.18426501035196688,0.38783401415901,0.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,haar_00,haar,logit_cosine,1449,1449,-0.3937661747737412,0.25200846876749866,-0.4474304033496177,-0.7028778690730005,0.09581442599774329,-0.8147939692323941,0.582804074104483
official_last_logit_sensitivity,haar_00,haar,logit_l1,1449,1449,4976.221399155225,622.0243621805395,4997.094939349452,3977.8408051937818,5968.007400124892,3130.234189994633,6775.952316330746
official_last_logit_sensitivity,haar_00,haar,logit_l1_mean,1449,1449,4.976221399155225,0.6220243621805394,4.997094939349452,3.977840805193782,5.968007400124892,3.130234189994633,6.775952316330746
official_last_logit_sensitivity,haar_00,haar,logit_l2,1449,1449,160.30897064723524,19.790564511985146,161.02231247433843,128.70995489482837,191.55382234279784,101.50632244221192,217.58663389312068
official_last_logit_sensitivity,haar_00,haar,top1_agreement,1449,1449,0.6846100759144237,0.4648314052268265,1.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,haar_00,haar,top5_overlap_fraction,1449,1449,0.72864044168392,0.19570918933140327,0.8,0.4,1.0,0.0,1.0
official_last_logit_sensitivity,haar_00,haar,top5_exact_set_agreement,1449,1449,0.1849551414768806,0.3883952162177056,0.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,haar_01,haar,logit_cosine,1449,1449,-0.29773607653037043,0.29811698830958744,-0.36441956430066147,-0.669208265844907,0.2934050661337068,-0.7700879543594795,0.7286597423400598
official_last_logit_sensitivity,haar_01,haar,logit_l1,1449,1449,4827.675362150187,598.8589767025949,4819.886941354722,3864.9782855737953,5812.488655621186,2421.4457496558316,6675.821577173658
official_last_logit_sensitivity,haar_01,haar,logit_l1_mean,1449,1449,4.827675362150186,0.5988589767025949,4.819886941354722,3.8649782855737955,5.812488655621186,2.4214457496558315,6.675821577173657
official_last_logit_sensitivity,haar_01,haar,logit_l2,1449,1449,155.63048852500202,19.051894777698838,155.35475517446693,125.02344840322799,187.03872501726855,79.98943970903454,215.20714289914915
official_last_logit_sensitivity,haar_01,haar,top1_agreement,1449,1449,0.6797791580400276,0.46672238584547304,1.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,haar_01,haar,top5_overlap_fraction,1449,1449,0.7262939958592133,0.1968821175294386,0.8,0.4,1.0,0.0,1.0
official_last_logit_sensitivity,haar_01,haar,top5_exact_set_agreement,1449,1449,0.1849551414768806,0.3883952162177056,0.0,0.0,1.0,0.0,1.0
official_last_logit_sensitivity,haar_02,haar,logit_cosine,1449,1449,-0.3293073479717143,0.3058418481203856,-0.4055299812824967,-0.6910149902724289,0.26240035271376416,-0.8234629866642926,0.7711916861095286
official_last_logit_sensitivity,haar_02,haar,logit_l1,1449,1449,4887.549323727046,585.043206137503,4901.203997854143,3934.986820078455,5847.676976771,3274.3304562894627,6673.810146139935
official_last_logit_sensitivity,haar_02,haar,logit_l1_mean,1449,1449,4.887549323727045,0.585043206137503,4.901203997854143,3.9349868200784552,5.847676976771,3.2743304562894626,6.673810146139934
official_last_logit_sensitivity,haar_02,haar,logit_l2,1449,1449,157.57555317656417,18.609633153719738,157.93679448083924,127.5862244934272,188.3680240224246,106.74210876038916,214.5735396478431
official_last_logit_sensitivity,haar_02,haar,top1_agreement,1449,1449,0.663216011042098,0.4727735062921322,1.0,0.0,1.0,0.0,1.0
